production_order_id,product_id,machine_id,production_date,planned_quantity,actual_quantity,production_status,start_time,end_time
PRD0003864,MZ-TG-A20,MC004,2025-11-18,38,35,Completed,2025-11-18 00:30:00,2025-11-18 10:30:00
PRD0003865,MZ-TG-Y240,MC037,2025-09-27,51,48,Completed,2025-09-27 08:15:00,2025-09-27 12:15:00
PRD0003866,MZ-FG-E103,MC023,2026-06-12,50,43,Completed,2026-06-12 08:00:00,2026-06-12 22:00:00
PRD0003867,MZ-TG-Y240,MC015,2026-01-05,53,51,Completed,2026-01-05 07:15:00,2026-01-05 17:15:00
PRD0003868,MZ-TG-Y240,MC037,2026-06-28,73,68,Completed,2026-06-28 04:15:00,2026-06-28 11:15:00
PRD0003869,MZ-FG-C10,MC006,2026-03-24,45,43,Completed,2026-03-24 01:45:00,2026-03-24 06:45:00
PRD0003870,MZ-FG-C990,MC046,2026-04-18,96,2,Cancelled,2026-04-18 05:00:00,2026-04-18 15:00:00
PRD0003871,MZ-FG-R100,MC004,2025-03-25,34,32,Completed,2025-03-25 17:00:00,2025-03-25 19:00:00
PRD0003872,MZ-FG-C990,MC043,2025-09-26,49,47,Completed,2025-09-26 10:45:00,2025-09-26 20:45:00
PRD0003873,TG11,MC050,2025-12-21,68,61,Completed,2025-12-21 00:30:00,2025-12-21 02:30:00
PRD0003874,MZ-FG-C950,MC003,2025-02-07,58,55,Completed,2025-02-07 22:45:00,2025-02-08 01:45:00
PRD0003875,MZ-TG-A26,MC002,2026-06-16,23,20,Completed,2026-06-16 18:45:00,2026-06-17 04:45:00
PRD0003876,MZ-TG-A27,MC041,2025-07-17,59,55,Completed,2025-07-17 00:30:00,2025-07-17 03:30:00
PRD0003877,MZ-FG-R300,MC022,2025-11-18,57,56,Completed,2025-11-18 15:00:00,2025-11-19 01:00:00
PRD0003878,MZ-TG-Y120,MC029,2025-10-03,33,33,Completed,2025-10-03 10:00:00,2025-10-03 17:00:00
PRD0003879,CM-FL-V00,MC025,2026-01-02,13,13,Completed,2026-01-02 23:30:00,2026-01-03 13:30:00
PRD0003880,MZ-FG-E103,MC043,2025-11-13,39,37,Completed,2025-11-13 15:30:00,2025-11-13 19:30:00
PRD0003881,MZ-TG-SR01,MC015,2026-03-08,44,42,Completed,2026-03-08 14:15:00,2026-03-08 19:15:00
PRD0003882,M1,MC030,2026-01-14,71,70,Completed,2026-01-14 03:15:00,2026-01-14 10:15:00
PRD0003883,MZ-FG-M500,MC006,2025-11-09,31,30,Completed,2025-11-09 20:15:00,2025-11-10 04:15:00
PRD0003884,MZ-FG-C900,MC042,2025-06-17,58,56,Completed,2025-06-17 05:00:00,2025-06-17 14:00:00
PRD0003885,MZ-FG-E17,MC012,2026-03-12,33,31,Completed,2026-03-12 02:15:00,2026-03-12 09:15:00
PRD0003886,MZ-FG-C10,MC044,2025-07-24,128,114,Completed,2025-07-24 17:45:00,2025-07-25 05:45:00
PRD0003887,MZ-TG-A27,MC034,2025-06-06,47,45,Completed,2025-06-06 10:30:00,2025-06-06 15:30:00
PRD0003888,MZ-FG-R100,MC030,2026-01-20,69,68,Completed,2026-01-20 02:15:00,2026-01-20 06:15:00
PRD0003889,MZ-FG-C990,MC032,2025-10-10,53,50,Completed,2025-10-10 04:30:00,2025-10-10 06:30:00
PRD0003890,MZ-TG-E202,MC016,2026-04-11,56,14,In Progress,2026-04-11 12:45:00,2026-04-11 20:45:00
PRD0003891,MZ-TG-A25,MC040,2025-01-28,66,63,Completed,2025-01-28 11:30:00,2025-01-29 01:30:00
PRD0003892,M-01,MC038,2025-02-22,86,77,Completed,2025-02-22 18:30:00,2025-02-23 02:30:00
PRD0003893,MZ-FG-E103,MC038,2025-12-10,47,43,Completed,2025-12-10 16:15:00,2025-12-10 23:15:00
PRD0003894,MZ-FG-R300,MC035,2026-01-08,48,44,Completed,2026-01-08 20:00:00,2026-01-09 10:00:00
PRD0003895,MZ-FG-E101,MC012,2025-09-14,91,90,Completed,2025-09-14 09:30:00,2025-09-14 14:30:00
PRD0003896,MZ-FG-E101,MC023,2025-02-03,73,70,Completed,2025-02-03 22:30:00,2025-02-04 08:30:00
PRD0003897,MZ-FG-E108,MC040,2025-09-12,39,38,Completed,2025-09-12 23:00:00,2025-09-13 07:00:00
PRD0003898,MZ-FG-E16,MC015,2025-01-06,128,115,Completed,2025-01-06 20:45:00,2025-01-07 02:45:00
PRD0003899,TG11,MC005,2025-05-11,73,69,Completed,2025-05-11 11:45:00,2025-05-11 17:45:00
PRD0003900,MZ-FG-E102,MC006,2025-06-22,47,45,Completed,2025-06-22 11:30:00,2025-06-22 14:30:00
PRD0003901,MZ-FG-C990,MC043,2026-01-29,30,28,Completed,2026-01-29 04:15:00,2026-01-29 11:15:00
PRD0003902,MZ-FG-R200,MC030,2026-06-22,15,14,Completed,2026-06-22 19:00:00,2026-06-23 07:00:00
PRD0003903,MZ-TG-A26,MC015,2025-04-10,52,49,Completed,2025-04-10 03:45:00,2025-04-10 14:45:00
PRD0003904,TG11,MC038,2026-05-29,51,49,Completed,2026-05-29 16:15:00,2026-05-29 22:15:00
PRD0003905,MZ-FG-E16,MC045,2026-02-06,58,57,Completed,2026-02-06 09:30:00,2026-02-06 21:30:00
PRD0003906,MZ-FG-E108,MC003,2025-09-08,77,73,Completed,2025-09-08 01:45:00,2025-09-08 12:45:00
PRD0003907,M1,MC013,2025-06-20,74,66,Completed,2025-06-20 19:15:00,2025-06-21 00:15:00
PRD0003908,CM-FL-V00,MC027,2026-02-17,34,33,Completed,2026-02-17 12:45:00,2026-02-17 15:45:00
PRD0003909,MZ-FG-E102,MC049,2026-01-24,118,117,Completed,2026-01-24 08:15:00,2026-01-24 11:15:00
PRD0003910,MZ-FG-E102,MC048,2026-03-13,15,14,Completed,2026-03-13 09:45:00,2026-03-13 13:45:00
PRD0003911,MZ-FG-E103,MC008,2026-05-22,40,37,Completed,2026-05-22 14:00:00,2026-05-22 17:00:00
PRD0003912,TG11,MC021,2025-09-17,54,54,Completed,2025-09-17 18:00:00,2025-09-17 21:00:00
PRD0003913,CM-FL-V00,MC034,2025-06-14,92,92,Delayed,2025-06-14 16:15:00,2025-06-14 21:15:00
PRD0003914,MZ-FG-C900,MC031,2026-03-24,34,22,In Progress,2026-03-24 20:30:00,2026-03-25 05:30:00
PRD0003915,MZ-FG-M525,MC037,2025-05-21,52,49,Completed,2025-05-21 15:45:00,2025-05-21 20:45:00
PRD0003916,MZ-FG-E103,MC030,2025-09-18,27,27,Completed,2025-09-18 22:15:00,2025-09-19 08:15:00
PRD0003917,MZ-TG-E202,MC009,2025-01-06,80,75,Completed,2025-01-06 01:30:00,2025-01-06 06:30:00
PRD0003918,MZ-FG-E16,MC036,2025-05-06,39,36,Completed,2025-05-06 22:30:00,2025-05-07 00:30:00
PRD0003919,MZ-FG-C21,MC026,2026-01-14,88,87,Completed,2026-01-14 23:30:00,2026-01-15 01:30:00
PRD0003920,MZ-TG-E202,MC037,2026-06-29,41,40,Completed,2026-06-29 01:30:00,2026-06-29 12:30:00
PRD0003921,MZ-FG-M500,MC017,2026-04-07,48,45,Completed,2026-04-07 22:00:00,2026-04-08 04:00:00
PRD0003922,MZ-FG-E102,MC013,2025-04-19,61,60,Completed,2025-04-19 10:45:00,2025-04-19 20:45:00
PRD0003923,MZ-FG-C900,MC042,2026-01-29,68,65,Completed,2026-01-29 14:30:00,2026-01-29 17:30:00
PRD0003924,MZ-FG-C20,MC012,2025-11-27,28,26,Completed,2025-11-27 00:15:00,2025-11-27 05:15:00
PRD0003925,MZ-FG-E16,MC035,2026-06-13,80,80,Completed,2026-06-13 11:45:00,2026-06-13 13:45:00
PRD0003926,MZ-FG-C21,MC028,2025-10-11,93,83,Completed,2025-10-11 04:15:00,2025-10-11 07:15:00
PRD0003927,MZ-FG-C20,MC034,2026-04-23,27,21,In Progress,2026-04-23 12:15:00,2026-04-23 19:15:00
PRD0003928,MZ-FG-E15,MC028,2025-10-15,40,14,In Progress,2025-10-15 05:00:00,2025-10-15 07:00:00
PRD0003929,MZ-TG-SR01,MC024,2025-01-14,37,36,Completed,2025-01-14 00:30:00,2025-01-14 13:30:00
PRD0003930,MZ-FG-M525,MC024,2025-10-21,36,35,Completed,2025-10-21 05:45:00,2025-10-21 16:45:00
PRD0003931,MZ-TG-Y120,MC005,2025-01-12,30,30,Delayed,2025-01-12 02:45:00,2025-01-12 07:45:00
PRD0003932,MZ-TG-A20,MC036,2026-01-02,34,32,Completed,2026-01-02 02:45:00,2026-01-02 08:45:00
PRD0003933,MZ-TG-A20,MC012,2025-03-21,138,124,Completed,2025-03-21 11:45:00,2025-03-21 16:45:00
PRD0003934,MZ-TG-Y120,MC037,2026-05-12,17,16,Delayed,2026-05-12 13:00:00,2026-05-12 18:00:00
PRD0003935,MZ-FG-C20,MC031,2026-04-07,95,94,Completed,2026-04-07 16:15:00,2026-04-07 19:15:00
PRD0003936,M1,MC050,2025-11-16,100,95,Completed,2025-11-16 03:30:00,2025-11-16 08:30:00
PRD0003937,MZ-FG-M525,MC023,2025-05-25,97,93,Completed,2025-05-25 08:45:00,2025-05-25 11:45:00
PRD0003938,MZ-FG-C990,MC013,2025-08-10,28,28,Completed,2025-08-10 08:00:00,2025-08-10 12:00:00
PRD0003939,M-01,MC031,2025-07-29,108,108,Completed,2025-07-29 03:00:00,2025-07-29 07:00:00
PRD0003940,MZ-FG-E103,MC024,2026-01-25,29,27,Completed,2026-01-25 04:30:00,2026-01-25 15:30:00
PRD0003941,MZ-FG-C10,MC029,2025-01-03,165,159,Completed,2025-01-03 21:30:00,2025-01-04 03:30:00
PRD0003942,MZ-FG-E15,MC044,2025-10-09,204,195,Completed,2025-10-09 08:30:00,2025-10-09 14:30:00
PRD0003943,MZ-FG-C10,MC025,2026-04-12,32,31,Completed,2026-04-12 23:30:00,2026-04-13 04:30:00
PRD0003944,MZ-FG-M550,MC034,2025-07-03,72,65,Completed,2025-07-03 12:00:00,2025-07-03 21:00:00
PRD0003945,MZ-FG-E103,MC036,2026-03-10,35,34,Completed,2026-03-10 17:30:00,2026-03-11 06:30:00
PRD0003946,MZ-TG-A27,MC041,2025-04-05,182,162,Completed,2025-04-05 10:00:00,2025-04-05 23:00:00
PRD0003947,MZ-TG-Y240,MC011,2025-02-18,97,92,Delayed,2025-02-18 15:45:00,2025-02-18 19:45:00
PRD0003948,MZ-FG-C950,MC019,2025-05-23,31,30,Completed,2025-05-23 23:45:00,2025-05-24 06:45:00
PRD0003949,M-01,MC010,2025-07-18,80,72,Completed,2025-07-18 05:00:00,2025-07-18 23:00:00
PRD0003950,MZ-FG-C900,MC025,2025-01-29,118,113,Completed,2025-01-29 16:30:00,2025-01-30 01:30:00
PRD0003951,MZ-FG-M525,MC030,2025-11-11,35,35,Delayed,2025-11-11 17:15:00,2025-11-11 22:15:00
PRD0003952,MZ-TG-SR01,MC004,2025-01-11,63,36,In Progress,2025-01-11 15:15:00,2025-01-11 21:15:00
PRD0003953,MZ-TG-A25,MC008,2025-04-02,83,82,Completed,2025-04-02 04:15:00,2025-04-02 07:15:00
PRD0003954,MZ-FG-C10,MC027,2025-12-07,91,86,Completed,2025-12-07 03:00:00,2025-12-07 08:00:00
PRD0003955,MZ-FG-C21,MC045,2026-02-06,114,109,Completed,2026-02-06 08:15:00,2026-02-06 18:15:00
PRD0003956,MZ-FG-R300,MC040,2026-02-12,50,50,Completed,2026-02-12 13:30:00,2026-02-13 02:30:00
PRD0003957,MZ-FG-M500,MC040,2025-06-20,51,50,Delayed,2025-06-20 01:30:00,2025-06-20 04:30:00
PRD0003958,MZ-FG-E16,MC008,2025-07-08,59,57,Completed,2025-07-08 16:30:00,2025-07-08 21:30:00
PRD0003959,MZ-TG-A27,MC027,2025-05-12,39,0,Cancelled,2025-05-12 21:00:00,2025-05-13 03:00:00
PRD0003960,MZ-FG-E15,MC017,2025-10-10,81,78,Completed,2025-10-10 10:15:00,2025-10-10 15:15:00
PRD0003961,MZ-FG-C20,MC009,2026-03-02,41,38,Delayed,2026-03-02 03:45:00,2026-03-02 07:45:00
PRD0003962,MZ-TG-Y240,MC017,2025-08-07,50,47,Completed,2025-08-07 16:45:00,2025-08-07 22:45:00
PRD0003963,MZ-FG-M500,MC045,2025-04-28,77,77,Completed,2025-04-28 14:15:00,2025-04-28 19:15:00
PRD0003964,MZ-FG-C21,MC028,2025-04-29,23,21,Completed,2025-04-29 14:00:00,2025-04-29 18:00:00
PRD0003965,MZ-FG-E101,MC005,2025-12-03,23,23,Completed,2025-12-03 00:30:00,2025-12-03 05:30:00
PRD0003966,CM-FL-V00,MC031,2025-12-11,67,61,Delayed,2025-12-11 05:30:00,2025-12-11 13:30:00
PRD0003967,CM-FL-V00,MC013,2025-09-18,52,38,In Progress,2025-09-18 09:15:00,2025-09-18 19:15:00
PRD0003968,MZ-FG-M500,MC031,2026-02-08,38,37,Completed,2026-02-08 22:45:00,2026-02-09 03:45:00
PRD0003969,MZ-FG-E101,MC037,2025-03-23,50,47,Completed,2025-03-23 23:00:00,2025-03-24 04:00:00
PRD0003970,MZ-FG-E101,MC006,2026-05-01,75,72,Delayed,2026-05-01 21:00:00,2026-05-02 05:00:00
PRD0003971,MZ-FG-M550,MC035,2026-04-27,40,37,Delayed,2026-04-27 04:15:00,2026-04-27 20:15:00
PRD0003972,M-01,MC019,2026-02-03,21,20,Completed,2026-02-03 13:00:00,2026-02-03 15:00:00
PRD0003973,MZ-TG-Y120,MC008,2026-01-09,53,52,Completed,2026-01-09 21:00:00,2026-01-10 04:00:00
PRD0003974,MZ-FG-M525,MC018,2026-05-08,27,25,Completed,2026-05-08 23:00:00,2026-05-09 07:00:00
PRD0003975,MZ-FG-M525,MC013,2025-05-02,52,52,Completed,2025-05-02 06:30:00,2025-05-02 12:30:00
PRD0003976,MZ-TG-A27,MC008,2026-06-23,74,66,Completed,2026-06-23 17:45:00,2026-06-24 00:45:00
PRD0003977,CM-FL-V00,MC021,2025-09-30,70,66,Completed,2025-09-30 04:45:00,2025-09-30 08:45:00
PRD0003978,MZ-FG-C900,MC028,2025-10-04,80,78,Completed,2025-10-04 03:00:00,2025-10-04 07:00:00
PRD0003979,MZ-TG-Y240,MC023,2025-03-09,32,30,Completed,2025-03-09 09:00:00,2025-03-09 14:00:00
PRD0003980,MZ-FG-E108,MC041,2025-03-15,219,212,Completed,2025-03-15 09:45:00,2025-03-15 20:45:00
PRD0003981,MZ-TG-Y120,MC032,2026-01-14,68,62,Completed,2026-01-14 19:45:00,2026-01-14 23:45:00
PRD0003982,MZ-FG-E108,MC019,2025-04-01,179,94,In Progress,2025-04-01 11:15:00,2025-04-01 17:15:00
PRD0003983,M1,MC005,2025-10-05,29,27,Completed,2025-10-05 18:30:00,2025-10-06 03:30:00
PRD0003984,MZ-FG-R100,MC026,2026-05-28,174,168,Completed,2026-05-28 00:30:00,2026-05-28 03:30:00
PRD0003985,CM-FL-V00,MC036,2025-08-01,26,24,Delayed,2025-08-01 13:00:00,2025-08-01 17:00:00
PRD0003986,MZ-FG-E108,MC008,2025-10-15,48,47,Completed,2025-10-15 03:00:00,2025-10-15 06:00:00
PRD0003987,MZ-FG-E101,MC032,2025-04-04,26,26,Completed,2025-04-04 00:00:00,2025-04-04 07:00:00
PRD0003988,MZ-FG-M500,MC001,2026-03-25,18,17,Completed,2026-03-25 23:30:00,2026-03-26 03:30:00
PRD0003989,MZ-TG-SR01,MC038,2026-05-20,21,20,Delayed,2026-05-20 04:15:00,2026-05-20 12:15:00
PRD0003990,MZ-TG-Y120,MC015,2026-05-19,166,152,Delayed,2026-05-19 22:15:00,2026-05-20 00:15:00
PRD0003991,MZ-TG-Y200,MC042,2026-03-02,37,33,Completed,2026-03-02 21:00:00,2026-03-03 00:00:00
PRD0003992,MZ-FG-E16,MC010,2025-05-10,47,46,Completed,2025-05-10 08:45:00,2025-05-10 16:45:00
PRD0003993,MZ-TG-E202,MC007,2025-12-31,89,87,Completed,2025-12-31 01:15:00,2025-12-31 06:15:00
PRD0003994,CM-FL-V00,MC014,2025-07-22,28,26,Completed,2025-07-22 18:15:00,2025-07-22 22:15:00
PRD0003995,MZ-FG-E102,MC017,2026-04-19,31,30,Completed,2026-04-19 05:00:00,2026-04-19 09:00:00
PRD0003996,MZ-TG-A20,MC022,2025-02-02,79,56,In Progress,2025-02-02 17:15:00,2025-02-02 22:15:00
PRD0003997,MZ-FG-R300,MC021,2026-01-29,67,67,Completed,2026-01-29 11:15:00,2026-01-29 14:15:00
PRD0003998,MZ-FG-E17,MC046,2025-02-11,68,62,Completed,2025-02-11 07:45:00,2025-02-11 14:45:00
PRD0003999,MZ-FG-P010,MC011,2025-02-19,27,26,Completed,2025-02-19 19:15:00,2025-02-20 02:15:00
PRD0004000,MZ-FG-M525,MC049,2025-04-12,58,53,Completed,2025-04-12 20:30:00,2025-04-12 23:30:00
PRD0004001,M1,MC013,2025-10-10,49,44,Completed,2025-10-10 06:15:00,2025-10-10 12:15:00
PRD0004002,MZ-FG-C950,MC014,2025-05-13,64,21,In Progress,2025-05-13 15:15:00,2025-05-14 01:15:00
PRD0004003,MZ-FG-R100,MC014,2025-01-23,38,35,Completed,2025-01-23 05:00:00,2025-01-23 07:00:00
PRD0004004,M-01,MC009,2025-09-18,59,59,Completed,2025-09-18 11:30:00,2025-09-18 16:30:00
PRD0004005,MZ-TG-A20,MC044,2025-10-24,54,53,Completed,2025-10-24 23:45:00,2025-10-25 04:45:00
PRD0004006,MZ-FG-C950,MC006,2026-01-25,24,23,Completed,2026-01-25 14:45:00,2026-01-25 23:45:00
PRD0004007,MZ-TG-Y120,MC007,2026-05-15,15,1,Cancelled,2026-05-15 13:15:00,2026-05-15 16:15:00
PRD0004008,MZ-TG-E202,MC015,2025-06-29,48,46,Completed,2025-06-29 13:00:00,2025-06-29 22:00:00
PRD0004009,MZ-FG-M500,MC038,2025-08-29,44,8,In Progress,2025-08-29 03:00:00,2025-08-29 06:00:00
PRD0004010,MZ-FG-M525,MC036,2025-10-10,91,90,Completed,2025-10-10 21:45:00,2025-10-11 04:45:00
PRD0004011,MZ-FG-C990,MC033,2026-04-26,118,114,Completed,2026-04-26 10:00:00,2026-04-26 17:00:00
PRD0004012,MZ-FG-E103,MC048,2026-02-21,57,57,Completed,2026-02-21 19:30:00,2026-02-22 06:30:00
PRD0004013,MZ-TG-Y240,MC026,2025-01-13,33,33,Completed,2025-01-13 17:45:00,2025-01-13 21:45:00
PRD0004014,MZ-TG-Y240,MC037,2026-06-17,52,51,Completed,2026-06-17 07:45:00,2026-06-17 14:45:00
PRD0004015,MZ-FG-E16,MC034,2026-01-16,52,49,Completed,2026-01-16 05:00:00,2026-01-16 09:00:00
PRD0004016,MZ-FG-C950,MC048,2025-06-28,103,96,Completed,2025-06-28 01:45:00,2025-06-28 11:45:00
PRD0004017,MZ-FG-M525,MC011,2025-12-08,63,61,Completed,2025-12-08 11:15:00,2025-12-08 18:15:00
PRD0004018,MZ-TG-SR01,MC017,2025-09-13,54,11,Cancelled,2025-09-13 17:45:00,2025-09-14 05:45:00
PRD0004019,MZ-FG-E16,MC046,2026-03-06,110,32,In Progress,2026-03-06 08:15:00,2026-03-06 09:15:00
PRD0004020,MZ-TG-Y120,MC022,2025-06-08,294,78,In Progress,2025-06-08 18:45:00,2025-06-09 07:45:00
PRD0004021,CM-FL-V00,MC042,2025-10-14,54,53,Completed,2025-10-14 06:45:00,2025-10-14 10:45:00
PRD0004022,MZ-TG-A27,MC038,2025-09-17,43,40,Completed,2025-09-17 02:15:00,2025-09-17 20:15:00
PRD0004023,MZ-FG-E101,MC027,2025-03-24,109,100,Completed,2025-03-24 20:45:00,2025-03-25 02:45:00
PRD0004024,MZ-FG-C900,MC019,2025-02-18,42,40,Completed,2025-02-18 13:30:00,2025-02-18 19:30:00
PRD0004025,MZ-TG-E202,MC043,2026-04-27,48,47,Completed,2026-04-27 07:45:00,2026-04-27 12:45:00
PRD0004026,MZ-FG-E103,MC050,2025-03-31,53,52,Completed,2025-03-31 14:45:00,2025-03-31 20:45:00
PRD0004027,MZ-FG-M525,MC050,2026-05-10,95,89,Delayed,2026-05-10 13:30:00,2026-05-10 18:30:00
PRD0004028,MZ-FG-E16,MC026,2025-09-13,45,42,Completed,2025-09-13 17:00:00,2025-09-13 21:00:00
PRD0004029,CM-FL-V00,MC043,2026-06-24,42,39,Completed,2026-06-24 17:30:00,2026-06-24 19:30:00
PRD0004030,MZ-FG-C10,MC040,2025-05-17,36,19,In Progress,2025-05-17 19:45:00,2025-05-18 06:45:00
PRD0004031,MZ-FG-P010,MC012,2025-07-26,57,0,Scheduled,2025-07-26 05:30:00,2025-07-26 10:30:00
PRD0004032,MZ-FG-R200,MC010,2026-01-03,94,91,Completed,2026-01-03 14:45:00,2026-01-03 17:45:00
PRD0004033,MZ-TG-Y120,MC039,2025-09-04,32,10,In Progress,2025-09-04 06:45:00,2025-09-04 10:45:00
PRD0004034,M1,MC033,2026-04-03,111,104,Delayed,2026-04-03 22:15:00,2026-04-04 05:15:00
PRD0004035,CM-FL-V00,MC049,2026-02-21,126,126,Completed,2026-02-21 09:15:00,2026-02-21 13:15:00
PRD0004036,MZ-TG-Y200,MC032,2025-12-31,141,141,Completed,2025-12-31 13:45:00,2026-01-01 03:45:00
PRD0004037,MZ-FG-E16,MC035,2025-03-29,32,32,Completed,2025-03-29 16:15:00,2025-03-29 23:15:00
PRD0004038,MZ-TG-E202,MC044,2026-05-26,51,49,Completed,2026-05-26 03:00:00,2026-05-26 14:00:00
PRD0004039,MZ-FG-C21,MC043,2025-04-10,45,43,Completed,2025-04-10 13:00:00,2025-04-10 21:00:00
PRD0004040,MZ-FG-C900,MC001,2026-06-22,8,7,Completed,2026-06-22 03:00:00,2026-06-22 13:00:00
PRD0004041,M1,MC039,2025-06-05,37,35,Completed,2025-06-05 03:00:00,2025-06-05 08:00:00
PRD0004042,MZ-TG-SR01,MC037,2025-03-26,110,110,Completed,2025-03-26 12:45:00,2025-03-26 18:45:00
PRD0004043,MZ-TG-Y240,MC044,2025-05-16,88,88,Delayed,2025-05-16 07:15:00,2025-05-16 13:15:00
PRD0004044,MZ-TG-E202,MC047,2025-02-23,57,53,Completed,2025-02-23 01:30:00,2025-02-23 04:30:00
PRD0004045,MZ-FG-E17,MC032,2025-12-20,61,55,Delayed,2025-12-20 05:00:00,2025-12-20 16:00:00
PRD0004046,TG11,MC016,2025-12-03,122,122,Completed,2025-12-03 08:30:00,2025-12-03 13:30:00
PRD0004047,MZ-TG-Y200,MC002,2025-09-14,83,80,Completed,2025-09-14 19:30:00,2025-09-15 00:30:00
PRD0004048,MZ-FG-E16,MC041,2026-03-11,98,93,Completed,2026-03-11 04:45:00,2026-03-11 10:45:00
PRD0004049,MZ-FG-M500,MC019,2026-06-30,31,31,Completed,2026-06-30 14:00:00,2026-06-30 21:00:00
PRD0004050,MZ-FG-C20,MC027,2026-03-20,61,57,Completed,2026-03-20 00:00:00,2026-03-20 03:00:00
PRD0004051,MZ-FG-E15,MC009,2026-03-18,46,12,Cancelled,2026-03-18 04:00:00,2026-03-18 08:00:00
PRD0004052,MZ-FG-M500,MC034,2026-01-09,144,138,Delayed,2026-01-09 02:00:00,2026-01-09 07:00:00
PRD0004053,MZ-FG-C10,MC006,2026-05-31,41,39,Completed,2026-05-31 10:00:00,2026-05-31 15:00:00
PRD0004054,MZ-FG-R100,MC043,2026-03-20,30,29,Completed,2026-03-20 13:45:00,2026-03-20 21:45:00
PRD0004055,MZ-TG-Y240,MC012,2025-08-17,64,61,Completed,2025-08-17 03:15:00,2025-08-17 07:15:00
PRD0004056,MZ-FG-R100,MC041,2025-05-19,40,37,Completed,2025-05-19 22:45:00,2025-05-20 01:45:00
PRD0004057,M1,MC014,2025-12-25,93,1,Cancelled,2025-12-25 16:15:00,2025-12-25 20:15:00
PRD0004058,MZ-FG-C990,MC009,2025-04-29,64,59,Completed,2025-04-29 12:15:00,2025-04-29 18:15:00
PRD0004059,MZ-FG-R300,MC039,2025-10-21,81,81,Completed,2025-10-21 18:45:00,2025-10-22 02:45:00
PRD0004060,MZ-TG-SR01,MC031,2025-08-17,36,36,Completed,2025-08-17 03:30:00,2025-08-17 12:30:00
PRD0004061,MZ-TG-A25,MC009,2025-06-04,85,80,Completed,2025-06-04 06:45:00,2025-06-04 11:45:00
PRD0004062,MZ-TG-Y120,MC039,2026-04-05,111,26,In Progress,2026-04-05 08:45:00,2026-04-05 11:45:00
PRD0004063,MZ-FG-C950,MC004,2025-07-15,44,7,Cancelled,2025-07-15 03:00:00,2025-07-15 11:00:00
PRD0004064,MZ-FG-E16,MC005,2025-11-02,38,35,Completed,2025-11-02 00:45:00,2025-11-02 09:45:00
PRD0004065,MZ-TG-Y200,MC008,2025-06-19,62,62,Completed,2025-06-19 04:30:00,2025-06-19 12:30:00
PRD0004066,M1,MC042,2025-10-05,108,105,Delayed,2025-10-05 00:00:00,2025-10-05 06:00:00
PRD0004067,FG226,MC006,2026-04-16,60,33,In Progress,2026-04-16 21:00:00,2026-04-17 01:00:00
PRD0004068,MZ-FG-E103,MC020,2025-08-17,65,65,Completed,2025-08-17 03:15:00,2025-08-17 17:15:00
PRD0004069,MZ-FG-R300,MC028,2025-09-30,97,94,Delayed,2025-09-30 10:45:00,2025-09-30 13:45:00
PRD0004070,MZ-TG-Y200,MC001,2025-08-27,67,62,Delayed,2025-08-27 22:45:00,2025-08-28 01:45:00
PRD0004071,M1,MC043,2025-04-14,81,77,Completed,2025-04-14 13:15:00,2025-04-14 17:15:00
PRD0004072,MZ-FG-R200,MC031,2026-01-08,113,103,Completed,2026-01-08 04:30:00,2026-01-08 09:30:00
PRD0004073,MZ-TG-Y120,MC041,2025-06-12,36,7,Cancelled,2025-06-12 20:15:00,2025-06-13 03:15:00
PRD0004074,MZ-TG-Y120,MC002,2025-01-03,50,47,Completed,2025-01-03 23:45:00,2025-01-04 05:45:00
PRD0004075,MZ-TG-A27,MC044,2025-01-20,61,59,Completed,2025-01-20 11:15:00,2025-01-20 17:15:00
PRD0004076,MZ-FG-E101,MC029,2025-06-04,40,37,Completed,2025-06-04 08:30:00,2025-06-04 11:30:00
PRD0004077,MZ-FG-E101,MC005,2026-02-07,41,0,Cancelled,2026-02-07 17:00:00,2026-02-07 22:00:00
PRD0004078,TG11,MC016,2026-06-13,72,71,Delayed,2026-06-13 06:15:00,2026-06-13 10:15:00
PRD0004079,MZ-FG-C990,MC020,2025-10-24,42,42,Completed,2025-10-24 10:15:00,2025-10-24 17:15:00
PRD0004080,MZ-FG-C900,MC032,2026-02-14,37,35,Completed,2026-02-14 10:45:00,2026-02-14 15:45:00
PRD0004081,MZ-FG-E17,MC049,2026-03-07,65,59,Completed,2026-03-07 00:30:00,2026-03-07 05:30:00
PRD0004082,MZ-TG-A26,MC036,2025-04-06,63,59,Completed,2025-04-06 09:30:00,2025-04-06 13:30:00
PRD0004083,M1,MC019,2025-03-17,47,43,Delayed,2025-03-17 01:45:00,2025-03-17 03:45:00
PRD0004084,MZ-FG-C900,MC028,2025-02-12,46,41,Completed,2025-02-12 14:45:00,2025-02-12 17:45:00
PRD0004085,MZ-FG-R300,MC005,2025-06-28,54,50,Completed,2025-06-28 09:30:00,2025-06-28 15:30:00
PRD0004086,MZ-FG-R200,MC007,2025-02-14,50,0,Scheduled,2025-02-14 08:45:00,2025-02-14 20:45:00
PRD0004087,MZ-TG-Y120,MC003,2025-05-30,97,91,Completed,2025-05-30 03:45:00,2025-05-30 16:45:00
PRD0004088,MZ-FG-E102,MC035,2026-04-30,14,13,Completed,2026-04-30 19:45:00,2026-05-01 00:45:00
PRD0004089,MZ-TG-A26,MC047,2025-02-05,43,39,Completed,2025-02-05 23:15:00,2025-02-06 02:15:00
