po_item_id,po_id,material_id,quantity,unit_price,total_value,delivery_status
POI00001322,PO0000658,MAT00262,10,738.7,7387.0,Delivered
POI00001323,PO0000659,MAT00158,25,1185.59,29639.75,Delivered
POI00001324,PO0000659,MAT00158,73,1338.04,97676.92,Delivered
POI00001325,PO0000659,MAT00158,40,1276.94,51077.6,Delivered
POI00001326,PO0000659,MAT00158,25,1308.73,32718.25,Pending
POI00001327,PO0000660,MAT00240,7,580.54,4063.78,Delivered
POI00001328,PO0000661,MAT00225,108,509.41,55016.28,Delivered
POI00001329,PO0000661,MAT00214,19,661.01,12559.19,Delivered
POI00001330,PO0000662,MAT00216,12,132.3,1587.6,Delivered
POI00001331,PO0000662,MAT00212,46,40.91,1881.86,Delivered
POI00001332,PO0000662,MAT00208,9,42.03,378.27,Delivered
POI00001333,PO0000662,MAT00218,7,69.15,484.05,Delivered
POI00001334,PO0000663,MAT00152,25,330.17,8254.25,Partially Delivered
POI00001335,PO0000663,MAT00174,7,316.12,2212.84,Delivered
POI00001336,PO0000663,MAT00268,8,155.87,1246.96,Pending
POI00001337,PO0000664,MAT00016,11,613.61,6749.71,Delivered
POI00001338,PO0000664,MAT00013,78,117.64,9175.92,Delivered
POI00001339,PO0000665,MAT00286,156,802.24,125149.44,Delivered
POI00001340,PO0000665,MAT00002,7,101.11,707.77,Delivered
POI00001341,PO0000666,MAT00279,108,430.76,46522.08,Delivered
POI00001342,PO0000667,MAT00191,15,905.45,13581.75,Pending
POI00001343,PO0000667,MAT00191,12,770.34,9244.08,Partially Delivered
POI00001344,PO0000667,MAT00191,15,886.45,13296.75,Partially Delivered
POI00001345,PO0000668,MAT00111,93,70.99,6602.07,Cancelled
POI00001346,PO0000668,MAT00111,24,84.02,2016.48,Pending
POI00001347,PO0000669,MAT00093,236,527.66,124527.76,Delivered
POI00001348,PO0000669,MAT00093,77,541.98,41732.46,Delivered
POI00001349,PO0000670,MAT00158,58,1402.39,81338.62,Pending
POI00001350,PO0000670,MAT00158,2,1322.22,2644.44,Partially Delivered
POI00001351,PO0000671,MAT00196,16,557.77,8924.32,Delivered
POI00001352,PO0000671,MAT00176,37,163.5,6049.5,Delivered
POI00001353,PO0000672,MAT00273,38,457.4,17381.2,Delivered
POI00001354,PO0000672,MAT00263,15,479.58,7193.7,Partially Delivered
POI00001355,PO0000673,MAT00171,194,496.16,96255.04,Pending
POI00001356,PO0000674,MAT00162,10,2285.28,22852.8,Cancelled
POI00001357,PO0000674,MAT00044,12,455.5,5466.0,Delivered
POI00001358,PO0000674,MAT00190,23,1188.5,27335.5,Delivered
POI00001359,PO0000674,MAT00156,68,157.47,10707.96,Delivered
POI00001360,PO0000675,MAT00097,20,631.36,12627.2,Delivered
POI00001361,PO0000675,MAT00088,16,1277.58,20441.28,Delivered
POI00001362,PO0000676,MAT00206,7,671.18,4698.26,Delivered
POI00001363,PO0000676,MAT00206,7,762.54,5337.78,Delivered
POI00001364,PO0000676,MAT00215,4,123.51,494.04,Delivered
POI00001365,PO0000677,MAT00286,13,777.98,10113.74,Delivered
POI00001366,PO0000677,MAT00287,14,431.15,6036.1,Delivered
POI00001367,PO0000677,MAT00290,16,1535.45,24567.2,Delivered
POI00001368,PO0000678,MAT00096,29,288.68,8371.72,Delivered
POI00001369,PO0000679,MAT00231,21,426.99,8966.79,Delivered
POI00001370,PO0000680,MAT00129,28,115.76,3241.28,Delivered
POI00001371,PO0000680,MAT00142,11,472.09,5192.99,Delivered
POI00001372,PO0000681,MAT00213,89,323.02,28748.78,Pending
POI00001373,PO0000681,MAT00203,12,65.49,785.88,Pending
POI00001374,PO0000682,MAT00277,26,1137.06,29563.56,Pending
POI00001375,PO0000682,MAT00282,14,207.55,2905.7,Cancelled
POI00001376,PO0000683,MAT00188,27,135.77,3665.79,Delivered
POI00001377,PO0000683,MAT00188,19,143.05,2717.95,Pending
POI00001378,PO0000683,MAT00188,40,152.98,6119.2,Partially Delivered
POI00001379,PO0000683,MAT00194,8,911.03,7288.24,Partially Delivered
POI00001380,PO0000684,MAT00193,19,79.61,1512.59,Delivered
POI00001381,PO0000684,MAT00274,159,314.21,49959.39,Delivered
POI00001382,PO0000685,MAT00210,25,398.3,9957.5,Partially Delivered
POI00001383,PO0000685,MAT00210,64,318.49,20383.36,Delivered
POI00001384,PO0000686,MAT00066,106,112.89,11966.34,Delivered
POI00001385,PO0000687,MAT00079,53,636.37,33727.61,Delivered
POI00001386,PO0000688,MAT00034,35,75.71,2649.85,Delivered
POI00001387,PO0000688,MAT00047,8,125.88,1007.04,Delivered
POI00001388,PO0000689,MAT00075,27,108.37,2925.99,Pending
POI00001389,PO0000689,MAT00139,11,139.55,1535.05,Pending
POI00001390,PO0000690,MAT00082,3,157.82,473.46,Delivered
POI00001391,PO0000690,MAT00100,50,866.12,43306.0,Delivered
POI00001392,PO0000691,MAT00125,4,61.03,244.12,Cancelled
POI00001393,PO0000691,MAT00109,30,514.14,15424.2,Pending
POI00001394,PO0000692,MAT00199,71,468.63,33272.73,Pending
POI00001395,PO0000692,MAT00183,7,16.77,117.39,Delivered
POI00001396,PO0000693,MAT00104,42,431.98,18143.16,Delivered
POI00001397,PO0000693,MAT00109,4,439.29,1757.16,Delivered
POI00001398,PO0000693,MAT00124,20,126.22,2524.4,Delivered
POI00001399,PO0000694,MAT00021,41,93.09,3816.69,Partially Delivered
POI00001400,PO0000695,MAT00122,151,292.33,44141.83,Delivered
POI00001401,PO0000695,MAT00108,26,1570.02,40820.52,Delivered
POI00001402,PO0000696,MAT00095,127,31.75,4032.25,Pending
POI00001403,PO0000696,MAT00096,16,308.04,4928.64,Partially Delivered
POI00001404,PO0000696,MAT00095,11,33.46,368.06,Partially Delivered
POI00001405,PO0000697,MAT00044,9,439.41,3954.69,Cancelled
POI00001406,PO0000697,MAT00039,36,180.38,6493.68,Pending
POI00001407,PO0000698,MAT00077,22,512.04,11264.88,Pending
POI00001408,PO0000698,MAT00082,23,162.59,3739.57,Pending
POI00001409,PO0000698,MAT00100,370,1012.01,374443.7,Pending
POI00001410,PO0000698,MAT00084,14,206.78,2894.92,Delivered
POI00001411,PO0000699,MAT00263,16,479.9,7678.4,Delivered
POI00001412,PO0000699,MAT00273,30,498.79,14963.7,Pending
POI00001413,PO0000699,MAT00274,3,324.27,972.81,Partially Delivered
POI00001414,PO0000700,MAT00201,6,142.08,852.48,Delivered
POI00001415,PO0000700,MAT00201,19,154.34,2932.46,Delivered
POI00001416,PO0000701,MAT00101,29,45.19,1310.51,Delivered
POI00001417,PO0000702,MAT00248,14,453.5,6349.0,Delivered
POI00001418,PO0000702,MAT00234,26,288.88,7510.88,Delivered
POI00001419,PO0000703,MAT00269,70,307.28,21509.6,Delivered
POI00001420,PO0000703,MAT00110,2,449.66,899.32,Delivered
POI00001421,PO0000703,MAT00180,20,258.1,5162.0,Delivered
POI00001422,PO0000704,MAT00065,40,141.31,5652.4,Partially Delivered
POI00001423,PO0000704,MAT00075,11,114.25,1256.75,Pending
POI00001424,PO0000705,MAT00089,9,480.09,4320.81,Delivered
POI00001425,PO0000705,MAT00089,1,441.71,441.71,Delivered
POI00001426,PO0000705,MAT00089,31,439.82,13634.42,Delivered
POI00001427,PO0000705,MAT00089,14,484.59,6784.26,Delivered
POI00001428,PO0000706,MAT00189,23,125.55,2887.65,Delivered
POI00001429,PO0000706,MAT00189,23,133.95,3080.85,Pending
POI00001430,PO0000706,MAT00189,25,110.41,2760.25,Pending
POI00001431,PO0000707,MAT00266,4,476.78,1907.12,Delivered
POI00001432,PO0000708,MAT00215,20,136.64,2732.8,Delivered
POI00001433,PO0000709,MAT00081,17,112.71,1916.07,Delivered
POI00001434,PO0000710,MAT00092,3,603.74,1811.22,Delivered
POI00001435,PO0000711,MAT00191,18,933.48,16802.64,Delivered
POI00001436,PO0000711,MAT00073,5,547.56,2737.8,Delivered
POI00001437,PO0000711,MAT00032,3,77.17,231.51,Delivered
POI00001438,PO0000712,MAT00055,16,10.63,170.08,Delivered
POI00001439,PO0000712,MAT00062,45,68.44,3079.8,Delivered
POI00001440,PO0000713,MAT00257,23,541.59,12456.57,Delivered
POI00001441,PO0000713,MAT00271,19,190.06,3611.14,Delivered
POI00001442,PO0000713,MAT00267,8,824.52,6596.16,Delivered
POI00001443,PO0000713,MAT00266,5,477.97,2389.85,Delivered
POI00001444,PO0000714,MAT00230,35,365.8,12803.0,Delivered
POI00001445,PO0000715,MAT00041,25,2772.5,69312.5,Pending
POI00001446,PO0000715,MAT00038,97,827.78,80294.66,Delivered
POI00001447,PO0000716,MAT00090,5,252.56,1262.8,Pending
POI00001448,PO0000716,MAT00094,4,99.47,397.88,Pending
POI00001449,PO0000716,MAT00080,13,181.75,2362.75,Delivered
POI00001450,PO0000717,MAT00023,29,533.86,15481.94,Delivered
POI00001451,PO0000717,MAT00005,13,288.61,3751.93,Delivered
POI00001452,PO0000718,MAT00190,23,1116.13,25670.99,Delivered
POI00001453,PO0000718,MAT00176,9,154.35,1389.15,Delivered
POI00001454,PO0000718,MAT00196,18,505.12,9092.16,Delivered
POI00001455,PO0000719,MAT00192,31,172.57,5349.67,Delivered
POI00001456,PO0000720,MAT00097,22,610.41,13429.02,Delivered
POI00001457,PO0000720,MAT00088,13,1108.61,14411.93,Delivered
POI00001458,PO0000720,MAT00097,99,644.1,63765.9,Delivered
POI00001459,PO0000721,MAT00026,60,585.5,35130.0,Delivered
POI00001460,PO0000721,MAT00035,20,705.33,14106.6,Delivered
POI00001461,PO0000721,MAT00027,44,176.27,7755.88,Delivered
POI00001462,PO0000722,MAT00075,30,116.94,3508.2,Partially Delivered
POI00001463,PO0000723,MAT00015,40,47.94,1917.6,Delivered
POI00001464,PO0000723,MAT00022,342,109.4,37414.8,Delivered
POI00001465,PO0000724,MAT00164,11,95.04,1045.44,Delivered
POI00001466,PO0000724,MAT00159,21,547.48,11497.08,Delivered
POI00001467,PO0000725,MAT00194,20,933.82,18676.4,Delivered
POI00001468,PO0000725,MAT00188,80,137.15,10972.0,Delivered
POI00001469,PO0000725,MAT00194,4,797.8,3191.2,Delivered
POI00001470,PO0000726,MAT00210,78,342.0,26676.0,Cancelled
POI00001471,PO0000727,MAT00093,5,550.97,2754.85,Delivered
POI00001472,PO0000727,MAT00093,23,532.01,12236.23,Delivered
POI00001473,PO0000727,MAT00093,45,590.32,26564.4,Partially Delivered
POI00001474,PO0000728,MAT00093,30,540.19,16205.7,Delivered
POI00001475,PO0000728,MAT00093,12,616.3,7395.6,Delivered
POI00001476,PO0000728,MAT00093,61,624.76,38110.36,Delivered
POI00001477,PO0000729,MAT00161,9,352.96,3176.64,Delivered
POI00001478,PO0000730,MAT00095,32,29.35,939.2,Delivered
POI00001479,PO0000731,MAT00019,84,309.83,26025.72,Delivered
POI00001480,PO0000732,MAT00175,27,1502.59,40569.93,Delivered
POI00001481,PO0000732,MAT00151,14,285.61,3998.54,Delivered
POI00001482,PO0000733,MAT00292,44,118.69,5222.36,Delivered
POI00001483,PO0000733,MAT00050,40,121.66,4866.4,Partially Delivered
POI00001484,PO0000733,MAT00237,60,906.29,54377.4,Pending
POI00001485,PO0000734,MAT00068,22,153.87,3385.14,Cancelled
POI00001486,PO0000734,MAT00072,23,502.67,11561.41,Cancelled
POI00001487,PO0000735,MAT00277,82,1095.47,89828.54,Pending
POI00001488,PO0000735,MAT00282,67,233.87,15669.29,Delivered
POI00001489,PO0000735,MAT00296,122,75.82,9250.04,Pending
POI00001490,PO0000736,MAT00190,11,1020.24,11222.64,Delivered
POI00001491,PO0000736,MAT00196,16,548.98,8783.68,Delivered
POI00001492,PO0000737,MAT00272,17,1164.69,19799.73,Delivered
POI00001493,PO0000738,MAT00004,10,218.55,2185.5,Delivered
POI00001494,PO0000739,MAT00281,17,77.2,1312.4,Pending
POI00001495,PO0000739,MAT00101,6,45.6,273.6,Pending
POI00001496,PO0000740,MAT00176,12,133.87,1606.44,Pending
POI00001497,PO0000741,MAT00189,53,120.23,6372.19,Delivered
POI00001498,PO0000741,MAT00189,12,111.97,1343.64,Delivered
POI00001499,PO0000742,MAT00266,30,471.62,14148.6,Delivered
POI00001500,PO0000743,MAT00058,59,65.53,3866.27,Pending
POI00001501,PO0000744,MAT00190,10,1254.83,12548.3,Delivered
POI00001502,PO0000744,MAT00273,44,461.7,20314.8,Delivered
POI00001503,PO0000744,MAT00179,12,82.91,994.92,Pending
POI00001504,PO0000745,MAT00112,72,519.32,37391.04,Delivered
POI00001505,PO0000746,MAT00020,4,363.54,1454.16,Pending
POI00001506,PO0000747,MAT00003,37,1669.16,61758.92,Pending
POI00001507,PO0000747,MAT00018,24,391.96,9407.04,Pending
POI00001508,PO0000747,MAT00010,46,128.76,5922.96,Pending
POI00001509,PO0000748,MAT00182,13,60.15,781.95,Pending
POI00001510,PO0000748,MAT00178,65,1137.88,73962.2,Partially Delivered
POI00001511,PO0000749,MAT00225,36,418.13,15052.68,Delivered
POI00001512,PO0000750,MAT00177,23,285.29,6561.67,Delivered
POI00001513,PO0000751,MAT00236,7,168.99,1182.93,Delivered
POI00001514,PO0000751,MAT00247,35,744.21,26047.35,Delivered
POI00001515,PO0000752,MAT00195,38,132.07,5018.66,Pending
POI00001516,PO0000752,MAT00200,3,79.89,239.67,Partially Delivered
POI00001517,PO0000752,MAT00198,45,756.99,34064.55,Pending
POI00001518,PO0000752,MAT00187,44,327.16,14395.04,Delivered
POI00001519,PO0000753,MAT00256,26,188.32,4896.32,Delivered
POI00001520,PO0000753,MAT00270,40,540.98,21639.2,Delivered
POI00001521,PO0000754,MAT00231,24,369.29,8862.96,Delivered
POI00001522,PO0000755,MAT00004,10,216.01,2160.1,Delivered
POI00001523,PO0000755,MAT00004,16,232.1,3713.6,Delivered
POI00001524,PO0000755,MAT00004,166,226.72,37635.52,Delivered
POI00001525,PO0000756,MAT00078,13,100.59,1307.67,Delivered
POI00001526,PO0000756,MAT00099,22,884.33,19455.26,Delivered
POI00001527,PO0000756,MAT00085,11,611.94,6731.34,Delivered
POI00001528,PO0000757,MAT00028,19,109.87,2087.53,Delivered
POI00001529,PO0000758,MAT00131,10,251.45,2514.5,Pending
POI00001530,PO0000758,MAT00138,13,230.66,2998.58,Pending
POI00001531,PO0000759,MAT00004,27,240.0,6480.0,Delivered
POI00001532,PO0000759,MAT00004,2,233.93,467.86,Delivered
POI00001533,PO0000760,MAT00013,36,116.68,4200.48,Delivered
POI00001534,PO0000760,MAT00016,19,535.49,10174.31,Delivered
POI00001535,PO0000761,MAT00043,15,278.31,4174.65,Delivered
POI00001536,PO0000761,MAT00043,21,265.31,5571.51,Delivered
POI00001537,PO0000761,MAT00043,14,269.85,3777.9,Delivered
POI00001538,PO0000762,MAT00234,15,279.05,4185.75,Delivered
POI00001539,PO0000762,MAT00248,64,474.15,30345.6,Delivered
POI00001540,PO0000762,MAT00248,104,552.1,57418.4,Delivered
POI00001541,PO0000763,MAT00043,53,291.55,15452.15,Delivered
POI00001542,PO0000763,MAT00043,4,249.4,997.6,Delivered
POI00001543,PO0000763,MAT00043,20,267.02,5340.4,Delivered
POI00001544,PO0000764,MAT00091,70,276.29,19340.3,Delivered
POI00001545,PO0000765,MAT00002,11,107.9,1186.9,Pending
POI00001546,PO0000765,MAT00002,29,106.0,3074.0,Partially Delivered
POI00001547,PO0000765,MAT00019,6,327.17,1963.02,Pending
POI00001548,PO0000766,MAT00001,18,58.84,1059.12,Delivered
POI00001549,PO0000766,MAT00021,9,94.25,848.25,Delivered
POI00001550,PO0000767,MAT00121,8,1982.28,15858.24,Delivered
POI00001551,PO0000767,MAT00273,84,499.16,41929.44,Delivered
POI00001552,PO0000767,MAT00131,22,221.17,4865.74,Delivered
POI00001553,PO0000768,MAT00179,18,86.49,1556.82,Pending
POI00001554,PO0000768,MAT00192,270,168.2,45414.0,Partially Delivered
POI00001555,PO0000768,MAT00185,8,192.17,1537.36,Partially Delivered
POI00001556,PO0000769,MAT00158,5,1269.41,6347.05,Delivered
POI00001557,PO0000770,MAT00004,5,208.66,1043.3,Delivered
POI00001558,PO0000770,MAT00004,13,229.35,2981.55,Delivered
POI00001559,PO0000771,MAT00006,23,320.16,7363.68,Pending
POI00001560,PO0000772,MAT00096,3,277.15,831.45,Delivered
POI00001561,PO0000772,MAT00095,9,29.1,261.9,Delivered
POI00001562,PO0000773,MAT00004,18,215.76,3883.68,Partially Delivered
POI00001563,PO0000773,MAT00004,46,209.05,9616.3,Delivered
POI00001564,PO0000773,MAT00004,21,250.2,5254.2,Pending
POI00001565,PO0000774,MAT00180,8,299.15,2393.2,Delivered
POI00001566,PO0000775,MAT00210,37,349.65,12937.05,Delivered
POI00001567,PO0000775,MAT00210,12,381.16,4573.92,Delivered
POI00001568,PO0000775,MAT00210,85,395.47,33614.95,Delivered
POI00001569,PO0000776,MAT00087,10,386.67,3866.7,Delivered
POI00001570,PO0000776,MAT00086,27,82.29,2221.83,Delivered
POI00001571,PO0000777,MAT00180,13,260.97,3392.61,Delivered
POI00001572,PO0000778,MAT00187,3,317.36,952.08,Delivered
POI00001573,PO0000779,MAT00052,7,681.47,4770.29,Delivered
POI00001574,PO0000779,MAT00058,4,54.93,219.72,Delivered
POI00001575,PO0000780,MAT00090,24,279.71,6713.04,Delivered
POI00001576,PO0000781,MAT00039,16,174.17,2786.72,Delivered
POI00001577,PO0000781,MAT00044,5,523.44,2617.2,Delivered
POI00001578,PO0000782,MAT00029,21,219.73,4614.33,Delivered
POI00001579,PO0000783,MAT00013,10,123.93,1239.3,Pending
POI00001580,PO0000783,MAT00016,16,545.31,8724.96,Delivered
POI00001581,PO0000784,MAT00229,39,409.3,15962.7,Cancelled
POI00001582,PO0000785,MAT00194,9,905.94,8153.46,Delivered
POI00001583,PO0000785,MAT00194,17,818.03,13906.51,Delivered
POI00001584,PO0000785,MAT00194,27,836.25,22578.75,Delivered
POI00001585,PO0000786,MAT00067,13,583.06,7579.78,Delivered
POI00001586,PO0000786,MAT00056,1,66.89,66.89,Delivered
POI00001587,PO0000787,MAT00024,14,118.76,1662.64,Delivered
POI00001588,PO0000787,MAT00012,53,391.87,20769.11,Pending
POI00001589,PO0000787,MAT00024,3,122.77,368.31,Partially Delivered
POI00001590,PO0000787,MAT00020,26,358.7,9326.2,Cancelled
POI00001591,PO0000788,MAT00189,30,127.6,3828.0,Delivered
POI00001592,PO0000788,MAT00189,11,111.16,1222.76,Delivered
POI00001593,PO0000788,MAT00189,38,125.17,4756.46,Delivered
POI00001594,PO0000788,MAT00189,10,122.0,1220.0,Delivered
POI00001595,PO0000789,MAT00299,59,91.06,5372.54,Pending
POI00001596,PO0000789,MAT00175,2,1795.79,3591.58,Partially Delivered
POI00001597,PO0000790,MAT00101,18,50.21,903.78,Delivered
POI00001598,PO0000790,MAT00116,53,437.9,23208.7,Delivered
POI00001599,PO0000791,MAT00176,22,146.76,3228.72,Delivered
POI00001600,PO0000791,MAT00197,68,452.26,30753.68,Delivered
POI00001601,PO0000791,MAT00190,29,1253.3,36345.7,Delivered
POI00001602,PO0000792,MAT00195,53,163.72,8677.16,Delivered
POI00001603,PO0000792,MAT00200,82,76.13,6242.66,Delivered
POI00001604,PO0000792,MAT00198,31,736.59,22834.29,Delivered
POI00001605,PO0000792,MAT00187,34,296.9,10094.6,Delivered
POI00001606,PO0000793,MAT00192,149,187.6,27952.4,Delivered
POI00001607,PO0000793,MAT00185,16,205.53,3288.48,Delivered
POI00001608,PO0000793,MAT00179,317,80.46,25505.82,Delivered
POI00001609,PO0000794,MAT00235,5,295.23,1476.15,Delivered
POI00001610,PO0000794,MAT00235,14,298.59,4180.26,Delivered
POI00001611,PO0000794,MAT00235,28,279.55,7827.4,Partially Delivered
POI00001612,PO0000794,MAT00242,35,174.04,6091.4,Cancelled
POI00001613,PO0000795,MAT00104,6,453.17,2719.02,Partially Delivered
POI00001614,PO0000795,MAT00118,4,637.79,2551.16,Pending
POI00001615,PO0000796,MAT00022,5,117.22,586.1,Partially Delivered
POI00001616,PO0000797,MAT00158,5,1203.44,6017.2,Delivered
POI00001617,PO0000797,MAT00158,14,1462.73,20478.22,Delivered
POI00001618,PO0000798,MAT00029,3,189.23,567.69,Delivered
POI00001619,PO0000799,MAT00100,6,943.0,5658.0,Delivered
POI00001620,PO0000800,MAT00049,2,71.71,143.42,Delivered
POI00001621,PO0000800,MAT00176,15,134.75,2021.25,Delivered
POI00001622,PO0000800,MAT00175,9,1821.19,16390.71,Delivered
POI00001623,PO0000801,MAT00110,71,515.74,36617.54,Delivered
POI00001624,PO0000802,MAT00105,104,53.32,5545.28,Pending
POI00001625,PO0000802,MAT00097,13,590.65,7678.45,Pending
POI00001626,PO0000802,MAT00263,26,436.58,11351.08,Pending
POI00001627,PO0000802,MAT00074,7,203.67,1425.69,Delivered
POI00001628,PO0000803,MAT00224,11,1469.57,16165.27,Delivered
POI00001629,PO0000803,MAT00222,14,221.16,3096.24,Delivered
POI00001630,PO0000804,MAT00010,21,146.63,3079.23,Delivered
POI00001631,PO0000805,MAT00089,202,455.86,92083.72,Delivered
POI00001632,PO0000806,MAT00243,54,1310.57,70770.78,Delivered
POI00001633,PO0000806,MAT00228,11,68.68,755.48,Delivered
POI00001634,PO0000807,MAT00237,15,927.56,13913.4,Cancelled
POI00001635,PO0000807,MAT00231,44,385.75,16973.0,Delivered
POI00001636,PO0000808,MAT00188,11,159.43,1753.73,Partially Delivered
POI00001637,PO0000808,MAT00055,4,8.69,34.76,Delivered
POI00001638,PO0000809,MAT00139,4,155.56,622.24,Pending
POI00001639,PO0000809,MAT00149,21,21.25,446.25,Partially Delivered
POI00001640,PO0000810,MAT00117,21,145.63,3058.23,Pending
POI00001641,PO0000810,MAT00116,2,482.66,965.32,Pending
POI00001642,PO0000810,MAT00101,27,50.79,1371.33,Pending
POI00001643,PO0000811,MAT00088,29,1200.13,34803.77,Delivered
POI00001644,PO0000811,MAT00088,35,1196.48,41876.8,Delivered
POI00001645,PO0000811,MAT00088,30,1145.07,34352.1,Delivered
POI00001646,PO0000812,MAT00067,63,577.6,36388.8,Delivered
POI00001647,PO0000812,MAT00056,89,79.65,7088.85,Delivered
POI00001648,PO0000813,MAT00018,17,373.59,6351.03,Delivered
POI00001649,PO0000813,MAT00010,28,132.28,3703.84,Delivered
POI00001650,PO0000813,MAT00008,38,103.19,3921.22,Delivered
POI00001651,PO0000813,MAT00003,56,1582.01,88592.56,Delivered
POI00001652,PO0000814,MAT00243,17,1251.28,21271.76,Delivered
POI00001653,PO0000815,MAT00026,11,562.08,6182.88,Delivered
POI00001654,PO0000815,MAT00035,29,748.87,21717.23,Delivered
POI00001655,PO0000815,MAT00027,8,213.84,1710.72,Delivered
POI00001656,PO0000816,MAT00103,1,90.4,90.4,Delivered
POI00001657,PO0000816,MAT00178,6,1043.21,6259.26,Delivered
POI00001658,PO0000816,MAT00235,34,288.5,9809.0,Delivered
POI00001659,PO0000817,MAT00053,12,862.78,10353.36,Delivered
POI00001660,PO0000818,MAT00249,36,319.28,11494.08,Pending
POI00001661,PO0000819,MAT00189,6,109.25,655.5,Delivered
POI00001662,PO0000819,MAT00189,24,119.78,2874.72,Delivered
POI00001663,PO0000820,MAT00254,39,445.99,17393.61,Delivered
POI00001664,PO0000820,MAT00268,66,178.03,11749.98,Delivered
POI00001665,PO0000820,MAT00260,8,281.97,2255.76,Delivered
POI00001666,PO0000821,MAT00125,109,60.71,6617.39,Delivered
POI00001667,PO0000822,MAT00292,49,144.82,7096.18,Delivered
POI00001668,PO0000822,MAT00286,15,819.99,12299.85,Delivered
POI00001669,PO0000822,MAT00295,60,84.36,5061.6,Delivered
POI00001670,PO0000823,MAT00240,11,554.57,6100.27,Delivered
POI00001671,PO0000823,MAT00240,44,644.22,28345.68,Delivered
POI00001672,PO0000823,MAT00240,14,673.62,9430.68,Delivered
POI00001673,PO0000824,MAT00102,29,289.32,8390.28,Pending
POI00001674,PO0000824,MAT00094,17,106.47,1809.99,Pending
POI00001675,PO0000824,MAT00258,2,114.59,229.18,Partially Delivered
POI00001676,PO0000825,MAT00059,8,105.23,841.84,Delivered
POI00001677,PO0000826,MAT00206,47,832.42,39123.74,Pending
POI00001678,PO0000826,MAT00206,2,827.46,1654.92,Partially Delivered
POI00001679,PO0000826,MAT00206,12,730.33,8763.96,Delivered
POI00001680,PO0000827,MAT00252,20,823.5,16470.0,Delivered
POI00001681,PO0000828,MAT00230,15,432.91,6493.65,Delivered
POI00001682,PO0000828,MAT00229,18,458.35,8250.3,Delivered
POI00001683,PO0000828,MAT00230,13,375.2,4877.6,Delivered
POI00001684,PO0000829,MAT00165,3,454.14,1362.42,Delivered
POI00001685,PO0000829,MAT00154,24,173.31,4159.44,Delivered
POI00001686,PO0000829,MAT00159,8,548.69,4389.52,Delivered
POI00001687,PO0000830,MAT00288,21,855.58,17967.18,Delivered
POI00001688,PO0000830,MAT00299,24,88.15,2115.6,Delivered
POI00001689,PO0000830,MAT00276,13,59.35,771.55,Delivered
POI00001690,PO0000830,MAT00294,6,478.09,2868.54,Delivered
POI00001691,PO0000831,MAT00088,30,1214.84,36445.2,Delivered
POI00001692,PO0000832,MAT00201,27,155.0,4185.0,Partially Delivered
POI00001693,PO0000833,MAT00249,14,264.57,3703.98,Delivered
POI00001694,PO0000833,MAT00250,18,3021.9,54394.2,Delivered
POI00001695,PO0000833,MAT00244,72,205.59,14802.48,Delivered
POI00001696,PO0000834,MAT00110,143,511.31,73117.33,Delivered
POI00001697,PO0000835,MAT00218,6,72.76,436.56,Pending
POI00001698,PO0000835,MAT00212,11,47.93,527.23,Pending
POI00001699,PO0000836,MAT00004,14,211.01,2954.14,Delivered
POI00001700,PO0000836,MAT00094,10,122.67,1226.7,Pending
POI00001701,PO0000837,MAT00121,418,1906.04,796724.72,Delivered
POI00001702,PO0000837,MAT00112,1,492.58,492.58,Delivered
POI00001703,PO0000837,MAT00107,61,853.14,52041.54,Delivered
POI00001704,PO0000838,MAT00098,26,438.09,11390.34,Delivered
POI00001705,PO0000838,MAT00087,12,322.38,3868.56,Delivered
POI00001706,PO0000839,MAT00070,29,139.62,4048.98,Delivered
POI00001707,PO0000840,MAT00070,65,143.92,9354.8,Delivered
POI00001708,PO0000840,MAT00053,19,879.39,16708.41,Delivered
POI00001709,PO0000841,MAT00013,7,126.44,885.08,Pending
POI00001710,PO0000842,MAT00070,5,137.06,685.3,Pending
POI00001711,PO0000843,MAT00053,32,786.05,25153.6,Delivered
POI00001712,PO0000844,MAT00119,28,136.66,3826.48,Delivered
POI00001713,PO0000845,MAT00262,17,685.76,11657.92,Cancelled
POI00001714,PO0000845,MAT00262,77,754.27,58078.79,Cancelled
POI00001715,PO0000846,MAT00171,52,431.85,22456.2,Delivered
POI00001716,PO0000846,MAT00170,13,80.27,1043.51,Delivered
POI00001717,PO0000846,MAT00166,20,154.81,3096.2,Delivered
POI00001718,PO0000846,MAT00163,30,153.52,4605.6,Delivered
POI00001719,PO0000847,MAT00155,33,604.44,19946.52,Delivered
POI00001720,PO0000848,MAT00262,68,693.32,47145.76,Partially Delivered
POI00001721,PO0000848,MAT00262,22,790.11,17382.42,Cancelled
POI00001722,PO0000849,MAT00199,28,408.23,11430.44,Delivered
POI00001723,PO0000849,MAT00183,3,17.99,53.97,Delivered
POI00001724,PO0000849,MAT00184,12,535.11,6421.32,Delivered
POI00001725,PO0000850,MAT00231,3,422.36,1267.08,Delivered
POI00001726,PO0000850,MAT00237,16,949.09,15185.44,Cancelled
POI00001727,PO0000851,MAT00186,23,259.01,5957.23,Pending
POI00001728,PO0000851,MAT00186,3,257.47,772.41,Pending
POI00001729,PO0000852,MAT00254,3,497.19,1491.57,Pending
POI00001730,PO0000852,MAT00268,49,166.37,8152.13,Pending
