downtime_id,machine_id,production_order_id,start_time,end_time,downtime_minutes,reason,downtime_category
DT001240,MC003,,2025-11-28 10:40:00,2025-11-28 11:35:00,55,Tooling Change,Planned
DT001241,MC044,PRD0014412,2026-04-29 17:00:00,2026-04-29 17:34:00,34,Power Outage,Unplanned
DT001242,MC023,,2025-10-18 11:50:00,2025-10-18 12:56:00,66,Tooling Change,Planned
DT001243,MC015,,2025-08-29 01:30:00,2025-08-29 03:05:00,95,Mechanical Failure,Unplanned
DT001244,MC027,PRD0015405,2025-07-25 09:50:00,2025-07-25 10:20:00,30,Software/PLC Fault,Unplanned
DT001245,MC026,,2026-04-08 04:50:00,2026-04-08 05:24:00,34,Electrical Fault,Unplanned
DT001246,MC033,PRD0012279,2025-09-07 07:40:00,2025-09-07 08:24:00,44,Calibration,Planned
DT001247,MC009,PRD0009530,2025-05-16 01:50:00,2025-05-16 02:33:00,43,Scheduled Maintenance,Planned
DT001248,MC017,PRD0005944,2025-06-06 17:20:00,2025-06-06 17:59:00,39,Calibration,Planned
DT001249,MC003,,2025-12-22 05:50:00,2025-12-22 06:11:00,21,Software/PLC Fault,Unplanned
DT001250,MC033,PRD0015094,2025-06-27 17:10:00,2025-06-27 17:38:00,28,Scheduled Maintenance,Planned
DT001251,MC028,PRD0001999,2025-03-21 06:30:00,2025-03-21 07:12:00,42,Operator Break,Planned
DT001252,MC012,,2025-05-26 12:10:00,2025-05-26 14:06:00,116,Material Shortage,Unplanned
DT001253,MC015,PRD0001827,2026-02-24 08:00:00,2026-02-24 08:44:00,44,Operator Break,Planned
DT001254,MC021,PRD0011632,2025-06-22 13:30:00,2025-06-22 14:47:00,77,Mechanical Failure,Unplanned
DT001255,MC010,PRD0005334,2025-09-05 00:00:00,2025-09-05 00:21:00,21,Material Shortage,Unplanned
DT001256,MC049,PRD0008761,2026-05-07 11:00:00,2026-05-07 11:28:00,28,Mechanical Failure,Unplanned
DT001257,MC025,PRD0009777,2025-01-29 00:10:00,2025-01-29 00:30:00,20,Software/PLC Fault,Unplanned
DT001258,MC031,PRD0005561,2025-07-28 13:40:00,2025-07-28 13:50:00,10,Tooling Change,Planned
DT001259,MC019,,2025-03-29 10:10:00,2025-03-29 11:53:00,103,Power Outage,Unplanned
DT001260,MC007,PRD0009563,2026-04-12 12:10:00,2026-04-12 12:57:00,47,Material Shortage,Unplanned
DT001261,MC011,,2025-11-30 10:30:00,2025-11-30 10:40:00,10,Scheduled Maintenance,Planned
DT001262,MC013,,2025-03-17 05:00:00,2025-03-17 07:13:00,133,Power Outage,Unplanned
DT001263,MC006,,2026-06-20 04:20:00,2026-06-20 05:35:00,75,Operator Break,Planned
DT001264,MC021,PRD0017639,2026-03-09 01:30:00,2026-03-09 01:50:00,20,Power Outage,Unplanned
DT001265,MC050,,2026-03-12 06:20:00,2026-03-12 07:13:00,53,Software/PLC Fault,Unplanned
DT001266,MC047,PRD0011832,2026-05-24 12:10:00,2026-05-24 13:22:00,72,Mechanical Failure,Unplanned
DT001267,MC011,PRD0000850,2025-07-28 02:50:00,2025-07-28 03:51:00,61,Operator Break,Planned
DT001268,MC005,,2025-11-22 02:20:00,2025-11-22 04:38:00,138,Power Outage,Unplanned
DT001269,MC023,PRD0000234,2026-05-02 07:30:00,2026-05-02 07:53:00,23,Scheduled Maintenance,Planned
DT001270,MC049,,2026-01-14 18:40:00,2026-01-14 19:16:00,36,Calibration,Planned
DT001271,MC014,PRD0004686,2025-12-21 21:00:00,2025-12-21 21:45:00,45,Tooling Change,Planned
DT001272,MC039,,2026-01-14 04:30:00,2026-01-14 04:58:00,28,Material Shortage,Unplanned
DT001273,MC030,PRD0003916,2025-09-18 08:50:00,2025-09-18 10:08:00,78,Mechanical Failure,Unplanned
DT001274,MC003,PRD0015170,2026-06-18 05:00:00,2026-06-18 06:37:00,97,Mechanical Failure,Unplanned
DT001275,MC022,PRD0006310,2026-02-07 03:30:00,2026-02-07 04:12:00,42,Software/PLC Fault,Unplanned
DT001276,MC046,PRD0018222,2025-07-12 06:10:00,2025-07-12 11:21:00,311,Mechanical Failure,Unplanned
DT001277,MC042,PRD0010325,2026-06-05 16:20:00,2026-06-05 17:07:00,47,Operator Break,Planned
DT001278,MC023,PRD0009895,2025-05-08 18:10:00,2025-05-08 18:50:00,40,Mechanical Failure,Unplanned
DT001279,MC015,PRD0008771,2025-02-09 18:00:00,2025-02-09 18:40:00,40,Operator Break,Planned
DT001280,MC034,PRD0008008,2026-05-12 18:00:00,2026-05-12 19:02:00,62,Mechanical Failure,Unplanned
DT001281,MC002,PRD0005094,2026-06-15 14:00:00,2026-06-15 14:25:00,25,Calibration,Planned
DT001282,MC047,PRD0001270,2026-03-04 13:30:00,2026-03-04 14:10:00,40,Scheduled Maintenance,Planned
DT001283,MC036,PRD0003809,2025-07-29 18:00:00,2025-07-29 18:36:00,36,Power Outage,Unplanned
DT001284,MC005,,2026-04-10 02:30:00,2026-04-10 02:54:00,24,Calibration,Planned
DT001285,MC010,PRD0006940,2025-02-06 20:00:00,2025-02-06 20:30:00,30,Tooling Change,Planned
DT001286,MC028,PRD0001645,2025-06-16 05:20:00,2025-06-16 05:44:00,24,Operator Break,Planned
DT001287,MC011,PRD0000874,2025-06-16 09:50:00,2025-06-16 10:44:00,54,Electrical Fault,Unplanned
DT001288,MC010,PRD0011151,2025-05-14 03:20:00,2025-05-14 04:32:00,72,Software/PLC Fault,Unplanned
DT001289,MC012,,2025-01-28 19:10:00,2025-01-28 19:48:00,38,Scheduled Maintenance,Planned
DT001290,MC040,PRD0016361,2026-03-27 07:40:00,2026-03-27 07:50:00,10,Calibration,Planned
DT001291,MC036,PRD0004122,2025-11-10 16:00:00,2025-11-10 16:11:00,11,Mechanical Failure,Unplanned
DT001292,MC047,,2025-11-02 04:20:00,2025-11-02 04:42:00,22,Operator Break,Planned
DT001293,MC026,PRD0018356,2025-10-09 08:20:00,2025-10-09 08:50:00,30,Mechanical Failure,Unplanned
DT001294,MC011,,2025-03-30 08:40:00,2025-03-30 08:53:00,13,Material Shortage,Unplanned
DT001295,MC008,,2026-04-01 15:20:00,2026-04-01 15:29:00,9,Electrical Fault,Unplanned
DT001296,MC004,PRD0000969,2026-06-25 19:20:00,2026-06-25 20:03:00,43,Operator Break,Planned
DT001297,MC046,PRD0000575,2025-06-02 05:20:00,2025-06-02 06:42:00,82,Mechanical Failure,Unplanned
DT001298,MC018,PRD0008482,2026-06-15 14:10:00,2026-06-15 15:28:00,78,Material Shortage,Unplanned
DT001299,MC043,,2026-04-14 22:50:00,2026-04-15 00:00:00,70,Power Outage,Unplanned
DT001300,MC027,PRD0006868,2025-10-31 10:00:00,2025-10-31 10:55:00,55,Mechanical Failure,Unplanned
DT001301,MC012,PRD0001185,2025-07-18 03:30:00,2025-07-18 06:03:00,153,Software/PLC Fault,Unplanned
DT001302,MC018,PRD0014848,2025-09-01 14:30:00,2025-09-01 15:03:00,33,Operator Break,Planned
DT001303,MC027,PRD0011294,2026-05-21 16:30:00,2026-05-21 16:37:00,7,Power Outage,Unplanned
DT001304,MC043,PRD0019886,2025-06-07 07:30:00,2025-06-07 08:14:00,44,Operator Break,Planned
DT001305,MC015,PRD0007618,2026-04-15 01:20:00,2026-04-15 02:36:00,76,Mechanical Failure,Unplanned
DT001306,MC050,PRD0007415,2026-05-31 08:00:00,2026-05-31 08:56:00,56,Tooling Change,Planned
DT001307,MC004,PRD0015901,2025-04-28 10:00:00,2025-04-28 10:33:00,33,Scheduled Maintenance,Planned
DT001308,MC040,PRD0003516,2025-07-27 05:10:00,2025-07-27 06:03:00,53,Material Shortage,Unplanned
DT001309,MC018,PRD0010008,2026-05-06 21:00:00,2026-05-06 21:10:00,10,Tooling Change,Planned
DT001310,MC003,,2025-06-01 05:40:00,2025-06-01 07:12:00,92,Software/PLC Fault,Unplanned
DT001311,MC002,,2025-04-21 21:40:00,2025-04-21 22:10:00,30,Scheduled Maintenance,Planned
DT001312,MC037,PRD0003868,2026-06-28 10:10:00,2026-06-28 11:12:00,62,Power Outage,Unplanned
DT001313,MC030,PRD0018293,2025-09-14 10:40:00,2025-09-14 12:40:00,120,Material Shortage,Unplanned
DT001314,MC015,,2025-08-29 09:00:00,2025-08-29 12:51:00,231,Material Shortage,Unplanned
DT001315,MC044,PRD0014519,2026-04-21 08:50:00,2026-04-21 09:29:00,39,Tooling Change,Planned
DT001316,MC023,PRD0019362,2025-02-27 09:50:00,2025-02-27 11:06:00,76,Software/PLC Fault,Unplanned
DT001317,MC006,,2026-06-16 17:00:00,2026-06-16 17:30:00,30,Scheduled Maintenance,Planned
DT001318,MC013,,2025-02-14 13:00:00,2025-02-14 15:04:00,124,Material Shortage,Unplanned
DT001319,MC023,PRD0005233,2025-03-26 19:00:00,2025-03-26 19:41:00,41,Tooling Change,Planned
DT001320,MC036,,2025-04-25 22:00:00,2025-04-25 22:13:00,13,Scheduled Maintenance,Planned
DT001321,MC036,PRD0018149,2026-06-08 07:00:00,2026-06-08 07:07:00,7,Software/PLC Fault,Unplanned
DT001322,MC040,PRD0008648,2026-04-25 15:30:00,2026-04-25 15:45:00,15,Operator Break,Planned
DT001323,MC031,PRD0006686,2025-09-19 16:10:00,2025-09-19 18:23:00,133,Software/PLC Fault,Unplanned
DT001324,MC046,PRD0008222,2025-03-16 04:40:00,2025-03-16 05:10:00,30,Tooling Change,Planned
DT001325,MC028,,2025-09-07 10:20:00,2025-09-07 10:49:00,29,Material Shortage,Unplanned
DT001326,MC032,PRD0008636,2025-05-24 12:20:00,2025-05-24 13:04:00,44,Scheduled Maintenance,Planned
DT001327,MC027,PRD0007213,2025-06-21 12:10:00,2025-06-21 12:32:00,22,Electrical Fault,Unplanned
DT001328,MC016,,2025-02-01 20:50:00,2025-02-01 21:52:00,62,Calibration,Planned
DT001329,MC027,,2025-05-19 05:50:00,2025-05-19 10:39:00,289,Power Outage,Unplanned
DT001330,MC034,,2026-03-21 02:10:00,2026-03-21 03:12:00,62,Tooling Change,Planned
DT001331,MC019,,2025-12-17 05:30:00,2025-12-17 06:30:00,60,Tooling Change,Planned
DT001332,MC014,PRD0006454,2025-05-09 11:20:00,2025-05-09 12:07:00,47,Electrical Fault,Unplanned
DT001333,MC002,,2025-01-02 10:20:00,2025-01-02 11:01:00,41,Tooling Change,Planned
DT001334,MC031,,2025-03-18 18:40:00,2025-03-18 19:05:00,25,Electrical Fault,Unplanned
DT001335,MC035,,2025-12-28 18:00:00,2025-12-28 18:55:00,55,Electrical Fault,Unplanned
DT001336,MC017,PRD0017526,2025-01-18 02:50:00,2025-01-18 03:53:00,63,Tooling Change,Planned
DT001337,MC004,PRD0001426,2026-02-20 22:00:00,2026-02-20 23:06:00,66,Electrical Fault,Unplanned
DT001338,MC038,PRD0011256,2025-06-30 17:50:00,2025-06-30 18:22:00,32,Software/PLC Fault,Unplanned
DT001339,MC050,PRD0006306,2025-04-03 06:20:00,2025-04-03 07:21:00,61,Tooling Change,Planned
DT001340,MC046,,2025-07-11 21:20:00,2025-07-11 21:34:00,14,Mechanical Failure,Unplanned
DT001341,MC019,PRD0002559,2025-12-20 16:10:00,2025-12-20 16:38:00,28,Calibration,Planned
DT001342,MC029,PRD0018519,2025-08-26 00:40:00,2025-08-26 00:50:00,10,Mechanical Failure,Unplanned
DT001343,MC002,PRD0006895,2026-06-18 04:00:00,2026-06-18 05:07:00,67,Scheduled Maintenance,Planned
DT001344,MC010,,2025-08-02 22:50:00,2025-08-02 23:19:00,29,Power Outage,Unplanned
DT001345,MC045,PRD0016081,2025-05-02 13:30:00,2025-05-02 14:09:00,39,Electrical Fault,Unplanned
DT001346,MC005,PRD0006403,2025-09-27 04:10:00,2025-09-27 05:06:00,56,Tooling Change,Planned
DT001347,MC036,PRD0019659,2026-03-21 07:20:00,2026-03-21 08:01:00,41,Calibration,Planned
DT001348,MC014,PRD0015994,2026-06-23 21:10:00,2026-06-23 21:37:00,27,Software/PLC Fault,Unplanned
DT001349,MC002,,2026-05-28 21:50:00,2026-05-28 22:34:00,44,Tooling Change,Planned
DT001350,MC046,,2025-02-21 14:00:00,2025-02-21 14:38:00,38,Scheduled Maintenance,Planned
DT001351,MC046,PRD0013516,2026-02-17 00:50:00,2026-02-17 01:25:00,35,Electrical Fault,Unplanned
DT001352,MC017,,2025-03-03 15:40:00,2025-03-03 16:13:00,33,Scheduled Maintenance,Planned
DT001353,MC012,PRD0001831,2025-12-04 22:20:00,2025-12-04 23:02:00,42,Material Shortage,Unplanned
DT001354,MC019,PRD0001755,2025-02-27 09:30:00,2025-02-27 10:30:00,60,Software/PLC Fault,Unplanned
DT001355,MC049,PRD0018974,2026-04-24 01:50:00,2026-04-24 02:04:00,14,Calibration,Planned
DT001356,MC018,PRD0001446,2025-08-19 10:40:00,2025-08-19 10:48:00,8,Mechanical Failure,Unplanned
DT001357,MC042,PRD0019941,2025-02-16 10:30:00,2025-02-16 12:48:00,138,Software/PLC Fault,Unplanned
DT001358,MC045,PRD0006104,2025-05-10 17:30:00,2025-05-10 17:56:00,26,Scheduled Maintenance,Planned
DT001359,MC039,PRD0011221,2025-05-23 09:50:00,2025-05-23 10:00:00,10,Calibration,Planned
DT001360,MC035,,2025-11-03 02:10:00,2025-11-03 03:12:00,62,Operator Break,Planned
DT001361,MC044,PRD0004665,2025-02-23 03:00:00,2025-02-23 03:31:00,31,Scheduled Maintenance,Planned
DT001362,MC009,PRD0013984,2025-07-09 08:10:00,2025-07-09 08:15:00,5,Software/PLC Fault,Unplanned
DT001363,MC048,PRD0000655,2025-09-16 02:30:00,2025-09-16 02:57:00,27,Scheduled Maintenance,Planned
DT001364,MC034,,2026-03-25 15:40:00,2026-03-25 16:18:00,38,Tooling Change,Planned
DT001365,MC023,,2025-06-23 22:10:00,2025-06-23 22:27:00,17,Operator Break,Planned
DT001366,MC016,PRD0001613,2025-04-18 19:00:00,2025-04-18 22:57:00,237,Material Shortage,Unplanned
DT001367,MC037,PRD0014407,2025-08-20 21:40:00,2025-08-20 22:01:00,21,Power Outage,Unplanned
DT001368,MC034,PRD0019685,2026-02-13 18:50:00,2026-02-13 19:08:00,18,Electrical Fault,Unplanned
DT001369,MC028,PRD0019857,2025-08-02 00:40:00,2025-08-02 01:00:00,20,Calibration,Planned
DT001370,MC031,PRD0017404,2025-07-01 10:30:00,2025-07-01 11:17:00,47,Material Shortage,Unplanned
DT001371,MC026,PRD0017257,2025-08-17 18:30:00,2025-08-17 22:33:00,243,Power Outage,Unplanned
DT001372,MC050,PRD0004790,2025-03-04 00:00:00,2025-03-04 00:10:00,10,Scheduled Maintenance,Planned
DT001373,MC008,PRD0008737,2025-10-14 16:50:00,2025-10-14 17:06:00,16,Operator Break,Planned
DT001374,MC006,PRD0003694,2025-05-09 05:30:00,2025-05-09 06:31:00,61,Tooling Change,Planned
DT001375,MC042,PRD0016200,2025-11-16 08:30:00,2025-11-16 09:09:00,39,Software/PLC Fault,Unplanned
DT001376,MC020,PRD0001368,2025-02-08 10:00:00,2025-02-08 12:13:00,133,Mechanical Failure,Unplanned
DT001377,MC044,PRD0005843,2025-03-07 16:10:00,2025-03-07 16:31:00,21,Material Shortage,Unplanned
DT001378,MC029,PRD0008576,2025-04-08 16:40:00,2025-04-08 18:45:00,125,Software/PLC Fault,Unplanned
DT001379,MC018,,2025-03-28 12:10:00,2025-03-28 12:27:00,17,Mechanical Failure,Unplanned
DT001380,MC018,PRD0000104,2025-03-12 20:00:00,2025-03-12 20:45:00,45,Mechanical Failure,Unplanned
DT001381,MC025,PRD0001998,2026-01-27 06:40:00,2026-01-27 07:01:00,21,Electrical Fault,Unplanned
DT001382,MC034,PRD0004015,2026-01-16 16:30:00,2026-01-16 17:14:00,44,Operator Break,Planned
DT001383,MC037,PRD0002090,2025-09-18 13:00:00,2025-09-18 13:26:00,26,Operator Break,Planned
DT001384,MC030,PRD0009250,2025-06-05 10:10:00,2025-06-05 10:27:00,17,Calibration,Planned
DT001385,MC037,,2025-11-05 14:10:00,2025-11-05 15:22:00,72,Scheduled Maintenance,Planned
DT001386,MC007,PRD0010773,2025-10-09 06:20:00,2025-10-09 07:09:00,49,Scheduled Maintenance,Planned
DT001387,MC030,,2025-03-01 15:00:00,2025-03-01 15:30:00,30,Power Outage,Unplanned
DT001388,MC042,PRD0013619,2026-02-26 12:00:00,2026-02-26 12:10:00,10,Operator Break,Planned
DT001389,MC041,PRD0002522,2025-03-28 00:40:00,2025-03-28 01:25:00,45,Material Shortage,Unplanned
DT001390,MC022,PRD0002889,2026-01-10 04:50:00,2026-01-10 05:08:00,18,Electrical Fault,Unplanned
DT001391,MC008,,2026-06-02 04:00:00,2026-06-02 04:15:00,15,Material Shortage,Unplanned
DT001392,MC002,PRD0016878,2026-06-06 01:00:00,2026-06-06 01:14:00,14,Electrical Fault,Unplanned
DT001393,MC008,PRD0009596,2025-08-10 19:30:00,2025-08-10 19:45:00,15,Software/PLC Fault,Unplanned
DT001394,MC016,PRD0007684,2026-06-17 12:30:00,2026-06-17 13:05:00,35,Electrical Fault,Unplanned
DT001395,MC017,,2025-02-02 14:50:00,2025-02-02 15:20:00,30,Mechanical Failure,Unplanned
DT001396,MC036,PRD0015911,2025-12-21 04:20:00,2025-12-21 05:20:00,60,Scheduled Maintenance,Planned
DT001397,MC032,PRD0000270,2025-02-19 03:10:00,2025-02-19 04:21:00,71,Operator Break,Planned
DT001398,MC013,,2025-01-15 12:40:00,2025-01-15 13:12:00,32,Operator Break,Planned
DT001399,MC006,PRD0009282,2026-05-08 03:40:00,2026-05-08 04:06:00,26,Material Shortage,Unplanned
DT001400,MC016,PRD0001638,2026-01-24 13:40:00,2026-01-24 14:19:00,39,Material Shortage,Unplanned
DT001401,MC013,PRD0015514,2025-09-16 15:00:00,2025-09-16 15:59:00,59,Tooling Change,Planned
DT001402,MC047,,2025-04-11 04:20:00,2025-04-11 05:05:00,45,Operator Break,Planned
DT001403,MC044,PRD0003280,2025-07-06 01:00:00,2025-07-06 01:45:00,45,Tooling Change,Planned
DT001404,MC024,,2026-06-20 00:50:00,2026-06-20 01:20:00,30,Operator Break,Planned
DT001405,MC014,PRD0012169,2025-04-08 16:40:00,2025-04-08 17:16:00,36,Operator Break,Planned
DT001406,MC013,PRD0000136,2025-04-10 18:50:00,2025-04-10 19:41:00,51,Calibration,Planned
DT001407,MC024,PRD0011144,2025-03-04 05:50:00,2025-03-04 06:12:00,22,Calibration,Planned
DT001408,MC005,PRD0000444,2026-04-14 17:40:00,2026-04-14 18:33:00,53,Mechanical Failure,Unplanned
DT001409,MC038,PRD0017805,2026-03-02 16:40:00,2026-03-02 17:06:00,26,Calibration,Planned
DT001410,MC016,,2026-05-16 04:20:00,2026-05-16 04:34:00,14,Power Outage,Unplanned
DT001411,MC017,,2026-05-11 11:00:00,2026-05-11 11:33:00,33,Tooling Change,Planned
DT001412,MC004,PRD0001980,2025-04-27 04:50:00,2025-04-27 05:29:00,39,Scheduled Maintenance,Planned
DT001413,MC019,PRD0009834,2025-01-25 04:10:00,2025-01-25 04:20:00,10,Electrical Fault,Unplanned
DT001414,MC043,PRD0003165,2026-06-09 02:40:00,2026-06-09 02:51:00,11,Calibration,Planned
DT001415,MC044,PRD0013348,2025-01-06 12:20:00,2025-01-06 14:21:00,121,Material Shortage,Unplanned
DT001416,MC008,PRD0001559,2025-04-18 03:20:00,2025-04-18 05:17:00,117,Material Shortage,Unplanned
DT001417,MC017,PRD0017288,2025-03-22 10:10:00,2025-03-22 10:58:00,48,Operator Break,Planned
DT001418,MC025,PRD0019537,2025-01-21 00:10:00,2025-01-21 02:01:00,111,Electrical Fault,Unplanned
DT001419,MC045,PRD0004335,2025-03-24 00:40:00,2025-03-24 00:50:00,10,Material Shortage,Unplanned
DT001420,MC014,,2025-09-28 03:00:00,2025-09-28 03:45:00,45,Tooling Change,Planned
DT001421,MC027,PRD0011225,2026-05-21 15:30:00,2026-05-21 16:22:00,52,Tooling Change,Planned
DT001422,MC005,PRD0002274,2025-08-25 22:50:00,2025-08-25 23:42:00,52,Operator Break,Planned
DT001423,MC026,PRD0004378,2025-07-18 10:40:00,2025-07-18 11:47:00,67,Tooling Change,Planned
DT001424,MC029,,2025-07-17 17:30:00,2025-07-17 20:42:00,192,Electrical Fault,Unplanned
DT001425,MC027,PRD0016854,2026-02-05 19:30:00,2026-02-05 20:01:00,31,Calibration,Planned
DT001426,MC033,PRD0018992,2025-01-19 16:20:00,2025-01-19 17:28:00,68,Operator Break,Planned
DT001427,MC011,,2025-02-17 01:20:00,2025-02-17 01:57:00,37,Material Shortage,Unplanned
DT001428,MC046,,2025-07-31 22:00:00,2025-07-31 22:47:00,47,Scheduled Maintenance,Planned
DT001429,MC017,,2025-05-21 17:10:00,2025-05-21 17:42:00,32,Power Outage,Unplanned
DT001430,MC031,PRD0019816,2025-10-12 01:20:00,2025-10-12 01:51:00,31,Power Outage,Unplanned
DT001431,MC001,PRD0006166,2025-05-17 20:50:00,2025-05-17 21:14:00,24,Electrical Fault,Unplanned
DT001432,MC003,PRD0014750,2026-02-07 14:40:00,2026-02-07 15:01:00,21,Electrical Fault,Unplanned
DT001433,MC014,,2025-06-17 00:40:00,2025-06-17 01:29:00,49,Tooling Change,Planned
DT001434,MC005,PRD0017909,2025-04-30 20:10:00,2025-04-30 20:59:00,49,Scheduled Maintenance,Planned
DT001435,MC037,PRD0001679,2025-10-19 05:40:00,2025-10-19 06:33:00,53,Operator Break,Planned
DT001436,MC018,PRD0008482,2026-06-15 10:00:00,2026-06-15 10:23:00,23,Tooling Change,Planned
DT001437,MC033,,2025-10-06 20:40:00,2025-10-06 21:17:00,37,Operator Break,Planned
DT001438,MC027,PRD0001359,2025-03-13 03:30:00,2025-03-13 06:46:00,196,Mechanical Failure,Unplanned
DT001439,MC014,,2026-02-11 13:20:00,2026-02-11 13:51:00,31,Software/PLC Fault,Unplanned
DT001440,MC034,PRD0011121,2025-11-15 02:50:00,2025-11-15 03:50:00,60,Scheduled Maintenance,Planned
DT001441,MC020,,2025-06-16 11:20:00,2025-06-16 11:57:00,37,Software/PLC Fault,Unplanned
DT001442,MC046,PRD0017481,2025-11-10 16:30:00,2025-11-11 01:38:00,548,Mechanical Failure,Unplanned
DT001443,MC003,,2026-02-07 00:30:00,2026-02-07 02:50:00,140,Material Shortage,Unplanned
DT001444,MC049,,2025-04-11 11:10:00,2025-04-11 11:41:00,31,Software/PLC Fault,Unplanned
DT001445,MC014,PRD0019765,2026-02-23 22:20:00,2026-02-23 22:35:00,15,Scheduled Maintenance,Planned
DT001446,MC018,,2026-05-02 10:00:00,2026-05-02 10:32:00,32,Electrical Fault,Unplanned
DT001447,MC047,PRD0018321,2026-05-21 11:40:00,2026-05-21 13:06:00,86,Electrical Fault,Unplanned
DT001448,MC043,PRD0004071,2025-04-14 20:00:00,2025-04-14 20:19:00,19,Operator Break,Planned
DT001449,MC002,,2025-03-02 18:10:00,2025-03-02 18:29:00,19,Mechanical Failure,Unplanned
DT001450,MC020,PRD0014263,2025-12-02 21:00:00,2025-12-02 21:58:00,58,Electrical Fault,Unplanned
DT001451,MC029,PRD0002092,2026-03-28 07:40:00,2026-03-28 08:11:00,31,Material Shortage,Unplanned
DT001452,MC030,,2025-12-13 05:00:00,2025-12-13 09:43:00,283,Material Shortage,Unplanned
DT001453,MC011,PRD0004324,2025-02-07 00:10:00,2025-02-07 01:04:00,54,Electrical Fault,Unplanned
DT001454,MC019,PRD0008669,2026-05-07 10:30:00,2026-05-07 12:25:00,115,Electrical Fault,Unplanned
DT001455,MC016,PRD0013878,2025-06-27 07:10:00,2025-06-27 07:34:00,24,Mechanical Failure,Unplanned
DT001456,MC019,PRD0012983,2026-06-13 06:00:00,2026-06-13 07:04:00,64,Tooling Change,Planned
DT001457,MC002,PRD0016839,2025-09-30 18:30:00,2025-09-30 19:57:00,87,Electrical Fault,Unplanned
DT001458,MC016,PRD0001513,2026-01-02 11:00:00,2026-01-02 11:26:00,26,Software/PLC Fault,Unplanned
DT001459,MC048,PRD0000061,2026-03-09 22:00:00,2026-03-09 22:31:00,31,Power Outage,Unplanned
DT001460,MC020,PRD0016971,2025-03-12 16:20:00,2025-03-12 16:46:00,26,Mechanical Failure,Unplanned
DT001461,MC001,,2026-06-09 13:20:00,2026-06-09 13:59:00,39,Power Outage,Unplanned
DT001462,MC021,PRD0001328,2026-03-23 17:30:00,2026-03-23 17:47:00,17,Operator Break,Planned
DT001463,MC023,PRD0008640,2026-03-26 13:20:00,2026-03-26 13:58:00,38,Power Outage,Unplanned
DT001464,MC003,PRD0016986,2025-07-01 10:50:00,2025-07-01 12:02:00,72,Scheduled Maintenance,Planned
DT001465,MC025,PRD0018993,2026-01-21 01:10:00,2026-01-21 01:31:00,21,Scheduled Maintenance,Planned
DT001466,MC027,,2025-03-03 17:50:00,2025-03-03 19:52:00,122,Power Outage,Unplanned
DT001467,MC046,PRD0013230,2025-09-07 03:20:00,2025-09-07 05:22:00,122,Material Shortage,Unplanned
DT001468,MC002,,2025-04-27 05:40:00,2025-04-27 05:50:00,10,Material Shortage,Unplanned
DT001469,MC046,PRD0013742,2025-04-03 12:50:00,2025-04-03 15:07:00,137,Electrical Fault,Unplanned
DT001470,MC009,,2025-02-22 12:50:00,2025-02-22 13:46:00,56,Electrical Fault,Unplanned
DT001471,MC029,,2026-02-12 17:40:00,2026-02-12 18:21:00,41,Calibration,Planned
DT001472,MC014,,2025-06-29 15:10:00,2025-06-29 15:36:00,26,Material Shortage,Unplanned
DT001473,MC019,,2025-10-30 03:40:00,2025-10-30 06:18:00,158,Power Outage,Unplanned
DT001474,MC038,PRD0009592,2025-06-14 12:50:00,2025-06-14 13:08:00,18,Operator Break,Planned
DT001475,MC004,,2025-02-21 18:30:00,2025-02-21 19:36:00,66,Material Shortage,Unplanned
DT001476,MC043,PRD0015677,2025-03-02 19:50:00,2025-03-02 20:34:00,44,Operator Break,Planned
DT001477,MC048,PRD0019405,2025-12-04 14:00:00,2025-12-04 14:44:00,44,Calibration,Planned
DT001478,MC023,PRD0001782,2026-04-07 20:10:00,2026-04-07 20:56:00,46,Tooling Change,Planned
DT001479,MC017,PRD0004513,2025-05-19 10:30:00,2025-05-19 11:43:00,73,Scheduled Maintenance,Planned
DT001480,MC040,,2025-11-16 06:10:00,2025-11-16 08:14:00,124,Software/PLC Fault,Unplanned
DT001481,MC045,PRD0006800,2025-09-17 07:40:00,2025-09-17 08:16:00,36,Tooling Change,Planned
DT001482,MC004,,2025-06-15 15:40:00,2025-06-15 16:12:00,32,Operator Break,Planned
DT001483,MC045,PRD0007434,2025-01-26 08:20:00,2025-01-26 09:15:00,55,Electrical Fault,Unplanned
DT001484,MC014,PRD0002133,2026-05-28 14:50:00,2026-05-28 15:14:00,24,Electrical Fault,Unplanned
DT001485,MC026,PRD0011446,2025-05-18 07:10:00,2025-05-18 08:33:00,83,Power Outage,Unplanned
DT001486,MC017,,2025-04-02 09:00:00,2025-04-02 09:10:00,10,Scheduled Maintenance,Planned
DT001487,MC049,PRD0001073,2025-01-03 06:50:00,2025-01-03 07:24:00,34,Power Outage,Unplanned
DT001488,MC031,PRD0010028,2025-11-24 21:30:00,2025-11-24 22:25:00,55,Material Shortage,Unplanned
DT001489,MC020,PRD0004751,2025-10-16 07:40:00,2025-10-16 09:41:00,121,Material Shortage,Unplanned
DT001490,MC018,,2025-01-14 14:20:00,2025-01-14 14:58:00,38,Scheduled Maintenance,Planned
DT001491,MC021,,2025-05-26 11:30:00,2025-05-26 11:49:00,19,Power Outage,Unplanned
DT001492,MC042,PRD0000902,2026-05-01 22:00:00,2026-05-01 23:22:00,82,Software/PLC Fault,Unplanned
