alarm_id,elevator_id,timestamp,alarm_code,alarm_type,severity,resolved_flag,resolution_time_minutes
ALM0000690,ELV00173,2025-12-07 21:20:58,E404,Excess Vibration,Low,Y,17
ALM0000691,ELV00290,2025-06-02 14:19:37,E303,Motor Overheat,Medium,Y,29
ALM0000692,ELV00075,2025-05-05 03:07:08,E505,Power Fault,Low,Y,34
ALM0000693,ELV00191,2026-05-07 15:46:50,E606,Brake Fault,Low,Y,7
ALM0000694,ELV00452,2026-05-09 18:07:19,E808,Speed Deviation,Medium,N,
ALM0000695,ELV00171,2025-03-11 13:07:55,E303,Motor Overheat,Medium,Y,24
ALM0000696,ELV00325,2025-02-16 21:26:14,E404,Excess Vibration,Critical,Y,174
ALM0000697,ELV00423,2025-11-14 06:36:52,E707,Communication Loss,Low,Y,24
ALM0000698,ELV00096,2025-04-03 05:57:42,E202,Overload,Low,Y,17
ALM0000699,ELV00099,2026-05-04 00:26:45,E505,Power Fault,Medium,Y,10
ALM0000700,ELV00236,2026-01-31 03:29:25,E909,Leveling Error,Medium,Y,41
ALM0000701,ELV00130,2025-07-02 22:19:48,E202,Overload,Medium,Y,16
ALM0000702,ELV00131,2025-10-08 04:07:53,E707,Communication Loss,High,Y,69
ALM0000703,ELV00086,2025-12-26 17:12:28,E909,Leveling Error,Low,Y,14
ALM0000704,ELV00060,2025-03-13 08:07:27,E101,Door Fault,Low,Y,9
ALM0000705,ELV00458,2025-08-04 09:19:06,E909,Leveling Error,Medium,Y,79
ALM0000706,ELV00039,2026-05-13 00:48:52,E202,Overload,Medium,Y,28
ALM0000707,ELV00232,2026-05-13 10:06:14,E909,Leveling Error,High,Y,135
ALM0000708,ELV00324,2025-02-03 20:38:47,E505,Power Fault,Medium,Y,39
ALM0000709,ELV00407,2025-08-15 13:21:29,E707,Communication Loss,Medium,Y,53
ALM0000710,ELV00061,2026-06-29 22:30:19,E707,Communication Loss,High,Y,58
ALM0000711,ELV00175,2025-03-03 03:46:00,E505,Power Fault,Medium,Y,16
ALM0000712,ELV00231,2026-04-19 08:37:29,E909,Leveling Error,High,N,
ALM0000713,ELV00009,2026-02-08 10:39:05,E101,Door Fault,Medium,Y,10
ALM0000714,ELV00025,2025-04-16 03:13:26,E101,Door Fault,Medium,Y,29
ALM0000715,ELV00454,2025-07-20 19:51:36,E606,Brake Fault,High,Y,77
ALM0000716,ELV00238,2025-12-25 15:48:40,E404,Excess Vibration,Critical,Y,58
ALM0000717,ELV00067,2025-09-18 17:35:04,E808,Speed Deviation,Medium,Y,27
ALM0000718,ELV00204,2025-06-08 07:53:20,E505,Power Fault,Low,Y,23
ALM0000719,ELV00176,2025-01-13 13:44:42,E202,Overload,Low,Y,14
ALM0000720,ELV00430,2025-07-29 18:35:10,E505,Power Fault,High,N,
ALM0000721,ELV00003,2026-06-01 12:36:31,E909,Leveling Error,Medium,Y,22
ALM0000722,ELV00131,2025-09-24 01:03:40,E808,Speed Deviation,Medium,Y,33
ALM0000723,ELV00005,2026-03-06 22:25:01,E303,Motor Overheat,Medium,Y,28
ALM0000724,ELV00102,2025-03-28 09:11:40,E909,Leveling Error,High,Y,24
ALM0000725,ELV00295,2025-10-09 12:13:04,E707,Communication Loss,Medium,Y,20
ALM0000726,ELV00162,2026-01-25 14:35:09,E202,Overload,High,Y,516
ALM0000727,ELV00110,2025-03-13 07:04:24,E707,Communication Loss,High,Y,42
ALM0000728,ELV00314,2025-12-30 08:01:31,E202,Overload,Low,Y,24
ALM0000729,ELV00125,2026-05-31 23:27:06,E404,Excess Vibration,Medium,Y,13
ALM0000730,ELV00310,2025-05-16 15:52:42,E202,Overload,Low,N,
ALM0000731,ELV00440,2026-01-08 16:59:44,E202,Overload,Low,Y,22
ALM0000732,ELV00415,2026-05-17 13:54:19,E101,Door Fault,Critical,Y,64
ALM0000733,ELV00324,2025-03-13 09:19:17,E404,Excess Vibration,Low,Y,37
ALM0000734,ELV00165,2025-04-17 07:29:42,E303,Motor Overheat,Low,Y,13
ALM0000735,ELV00295,2025-04-12 03:39:43,E202,Overload,Medium,Y,29
ALM0000736,ELV00135,2025-06-03 19:14:04,E404,Excess Vibration,Medium,Y,13
ALM0000737,ELV00352,2026-03-22 01:17:44,E202,Overload,Low,Y,21
ALM0000738,ELV00240,2025-05-03 08:53:54,E808,Speed Deviation,High,N,
ALM0000739,ELV00015,2025-11-11 13:04:26,E909,Leveling Error,High,Y,32
ALM0000740,ELV00388,2025-11-28 07:45:10,E202,Overload,Medium,Y,32
ALM0000741,ELV00352,2025-11-08 04:01:42,E303,Motor Overheat,Medium,N,
ALM0000742,ELV00475,2026-01-12 22:07:51,E808,Speed Deviation,High,N,
ALM0000743,ELV00286,2026-05-07 01:59:14,E101,Door Fault,Medium,Y,18
ALM0000744,ELV00175,2026-04-06 11:34:38,E808,Speed Deviation,Critical,N,
ALM0000745,ELV00043,2025-08-14 10:14:17,E909,Leveling Error,Medium,Y,10
ALM0000746,ELV00266,2026-03-07 04:18:34,E101,Door Fault,Low,Y,23
ALM0000747,ELV00061,2026-01-13 21:15:03,E101,Door Fault,Low,Y,12
ALM0000748,ELV00454,2025-05-28 19:42:14,E505,Power Fault,Medium,Y,19
ALM0000749,ELV00134,2025-09-07 05:44:17,E606,Brake Fault,Critical,Y,51
ALM0000750,ELV00086,2025-12-27 16:43:58,E404,Excess Vibration,Low,Y,14
ALM0000751,ELV00399,2026-04-11 05:53:03,E303,Motor Overheat,Medium,Y,30
ALM0000752,ELV00148,2025-01-17 18:16:02,E909,Leveling Error,High,Y,47
ALM0000753,ELV00429,2026-02-14 06:17:32,E707,Communication Loss,Low,Y,61
ALM0000754,ELV00139,2026-06-13 09:30:14,E202,Overload,Medium,Y,15
ALM0000755,ELV00315,2025-10-06 00:40:22,E202,Overload,Low,Y,25
ALM0000756,ELV00162,2026-01-21 00:26:55,E808,Speed Deviation,Medium,N,
ALM0000757,ELV00321,2026-06-27 01:13:53,E808,Speed Deviation,Medium,N,
ALM0000758,ELV00182,2025-03-30 00:07:09,E909,Leveling Error,Medium,Y,33
ALM0000759,ELV00435,2025-03-11 13:47:16,E303,Motor Overheat,Medium,Y,28
ALM0000760,ELV00464,2025-05-01 08:54:25,E808,Speed Deviation,High,Y,76
ALM0000761,ELV00379,2025-05-08 07:35:24,E202,Overload,High,Y,21
ALM0000762,ELV00425,2026-05-21 16:15:15,E707,Communication Loss,Low,Y,31
ALM0000763,ELV00295,2025-09-02 02:23:02,E101,Door Fault,Medium,Y,12
ALM0000764,ELV00321,2025-08-13 16:30:38,E707,Communication Loss,High,Y,22
ALM0000765,ELV00157,2025-05-12 07:08:18,E202,Overload,High,Y,15
ALM0000766,ELV00165,2025-08-03 11:59:37,E202,Overload,Critical,Y,79
ALM0000767,ELV00042,2025-05-13 04:20:12,E303,Motor Overheat,Medium,Y,13
ALM0000768,ELV00482,2026-01-22 18:49:52,E505,Power Fault,Medium,Y,13
ALM0000769,ELV00481,2025-08-04 08:21:36,E808,Speed Deviation,Medium,Y,15
ALM0000770,ELV00496,2025-09-13 12:31:14,E505,Power Fault,Critical,Y,50
ALM0000771,ELV00295,2025-07-18 14:27:45,E101,Door Fault,Low,Y,13
ALM0000772,ELV00070,2026-04-07 22:40:08,E202,Overload,Medium,N,
ALM0000773,ELV00407,2025-08-24 07:15:33,E303,Motor Overheat,Low,Y,24
ALM0000774,ELV00087,2025-03-09 17:41:42,E909,Leveling Error,Medium,Y,31
ALM0000775,ELV00015,2026-05-12 22:56:04,E202,Overload,Medium,Y,79
ALM0000776,ELV00130,2025-05-25 20:56:12,E909,Leveling Error,Medium,Y,17
ALM0000777,ELV00399,2026-01-11 03:54:21,E101,Door Fault,Medium,Y,15
ALM0000778,ELV00090,2025-07-26 03:21:18,E606,Brake Fault,Low,Y,15
ALM0000779,ELV00184,2025-07-07 04:43:49,E909,Leveling Error,Low,Y,10
ALM0000780,ELV00286,2025-05-11 11:09:25,E303,Motor Overheat,Low,Y,9
ALM0000781,ELV00285,2026-02-22 01:35:53,E404,Excess Vibration,Medium,Y,29
ALM0000782,ELV00029,2025-12-18 20:28:24,E505,Power Fault,Medium,Y,11
ALM0000783,ELV00482,2025-09-01 12:59:54,E707,Communication Loss,Low,Y,52
ALM0000784,ELV00216,2025-10-07 04:20:51,E202,Overload,Medium,Y,48
ALM0000785,ELV00389,2026-03-03 21:38:50,E606,Brake Fault,Critical,Y,108
ALM0000786,ELV00075,2025-03-19 18:10:52,E808,Speed Deviation,Critical,Y,15
ALM0000787,ELV00319,2025-07-09 07:12:51,E404,Excess Vibration,High,Y,49
ALM0000788,ELV00136,2026-04-20 22:04:41,E202,Overload,Medium,Y,17
ALM0000789,ELV00386,2026-05-22 09:30:15,E909,Leveling Error,Low,Y,72
ALM0000790,ELV00432,2025-12-30 11:41:32,E505,Power Fault,Low,Y,9
ALM0000791,ELV00239,2025-06-15 12:40:55,E202,Overload,High,Y,76
ALM0000792,ELV00037,2025-03-03 16:22:16,E101,Door Fault,Medium,Y,5
ALM0000793,ELV00358,2025-07-04 05:46:46,E505,Power Fault,Critical,Y,32
ALM0000794,ELV00277,2025-06-06 18:36:56,E808,Speed Deviation,High,N,
ALM0000795,ELV00207,2025-12-05 04:55:10,E303,Motor Overheat,Medium,Y,29
ALM0000796,ELV00096,2025-04-06 15:37:44,E909,Leveling Error,Low,Y,16
ALM0000797,ELV00113,2026-02-23 12:59:10,E909,Leveling Error,Low,Y,12
ALM0000798,ELV00187,2026-02-12 08:06:02,E505,Power Fault,Medium,Y,26
ALM0000799,ELV00229,2025-07-11 12:49:00,E707,Communication Loss,Medium,Y,17
ALM0000800,ELV00406,2025-08-13 06:48:31,E202,Overload,Medium,Y,12
ALM0000801,ELV00159,2025-07-17 23:14:03,E606,Brake Fault,High,Y,40
ALM0000802,ELV00217,2025-04-17 00:49:47,E101,Door Fault,Low,Y,15
ALM0000803,ELV00469,2025-12-24 17:32:53,E404,Excess Vibration,Critical,N,
ALM0000804,ELV00186,2025-08-13 10:14:09,E606,Brake Fault,Medium,N,
ALM0000805,ELV00410,2025-04-02 10:59:13,E707,Communication Loss,Low,Y,25
ALM0000806,ELV00448,2026-02-08 08:00:33,E202,Overload,Low,Y,16
ALM0000807,ELV00375,2026-04-04 07:36:47,E404,Excess Vibration,Low,Y,23
ALM0000808,ELV00155,2026-02-21 05:50:36,E101,Door Fault,Low,Y,11
ALM0000809,ELV00489,2026-06-03 04:16:03,E101,Door Fault,High,Y,79
ALM0000810,ELV00053,2025-04-04 12:07:13,E404,Excess Vibration,Low,Y,6
ALM0000811,ELV00020,2025-02-14 22:23:31,E606,Brake Fault,Medium,Y,11
ALM0000812,ELV00146,2026-01-27 23:51:51,E505,Power Fault,Medium,N,
ALM0000813,ELV00240,2026-03-11 16:12:56,E505,Power Fault,Low,Y,37
ALM0000814,ELV00042,2025-09-01 07:19:16,E303,Motor Overheat,Medium,Y,14
ALM0000815,ELV00304,2025-02-27 01:23:38,E808,Speed Deviation,Low,Y,11
ALM0000816,ELV00304,2025-09-21 05:02:47,E909,Leveling Error,Low,Y,20
ALM0000817,ELV00146,2026-03-18 15:29:55,E505,Power Fault,Low,Y,20
ALM0000818,ELV00350,2026-02-14 03:56:17,E707,Communication Loss,Medium,Y,10
ALM0000819,ELV00057,2025-05-16 14:01:54,E101,Door Fault,High,N,
ALM0000820,ELV00268,2025-08-17 19:31:49,E909,Leveling Error,Low,Y,30
ALM0000821,ELV00032,2025-05-20 00:46:19,E909,Leveling Error,High,Y,76
ALM0000822,ELV00112,2026-06-27 23:18:00,E404,Excess Vibration,High,Y,23
ALM0000823,ELV00310,2025-08-12 19:37:59,E303,Motor Overheat,Medium,Y,32
ALM0000824,ELV00241,2025-02-10 00:59:00,E202,Overload,Low,Y,48
ALM0000825,ELV00326,2026-02-20 19:21:12,E606,Brake Fault,Low,Y,26
ALM0000826,ELV00415,2025-05-26 16:24:31,E606,Brake Fault,High,Y,29
ALM0000827,ELV00402,2025-05-09 06:10:46,E202,Overload,Medium,Y,30
ALM0000828,ELV00115,2025-01-30 21:04:35,E303,Motor Overheat,Medium,Y,94
ALM0000829,ELV00298,2025-07-14 10:57:34,E707,Communication Loss,Low,Y,42
ALM0000830,ELV00151,2026-04-15 19:59:50,E303,Motor Overheat,High,Y,125
ALM0000831,ELV00435,2026-06-01 00:51:22,E707,Communication Loss,Medium,Y,48
ALM0000832,ELV00075,2025-04-29 02:24:53,E202,Overload,Low,Y,18
ALM0000833,ELV00429,2025-06-16 17:43:57,E606,Brake Fault,High,Y,65
ALM0000834,ELV00130,2025-10-08 16:15:30,E707,Communication Loss,Medium,Y,15
ALM0000835,ELV00108,2026-03-23 11:01:02,E606,Brake Fault,High,Y,65
ALM0000836,ELV00199,2026-05-29 12:34:16,E909,Leveling Error,High,Y,131
ALM0000837,ELV00309,2025-10-10 19:00:40,E808,Speed Deviation,High,Y,102
ALM0000838,ELV00143,2026-02-05 18:40:23,E606,Brake Fault,Low,Y,28
ALM0000839,ELV00239,2025-01-13 02:03:31,E606,Brake Fault,Medium,Y,44
ALM0000840,ELV00408,2025-06-03 19:56:15,E303,Motor Overheat,High,Y,28
ALM0000841,ELV00229,2025-04-12 08:08:25,E303,Motor Overheat,Low,Y,15
ALM0000842,ELV00157,2026-02-16 15:40:41,E606,Brake Fault,Medium,Y,8
ALM0000843,ELV00392,2025-03-25 21:02:04,E707,Communication Loss,Low,Y,44
ALM0000844,ELV00390,2025-01-08 08:18:44,E808,Speed Deviation,Low,Y,14
ALM0000845,ELV00175,2025-07-12 09:18:48,E101,Door Fault,Medium,Y,41
ALM0000846,ELV00429,2025-02-23 00:02:39,E404,Excess Vibration,Medium,Y,22
ALM0000847,ELV00414,2025-03-23 05:46:21,E505,Power Fault,Low,Y,61
ALM0000848,ELV00369,2025-02-06 17:30:19,E101,Door Fault,Critical,Y,43
ALM0000849,ELV00120,2025-02-15 02:23:13,E909,Leveling Error,Low,N,
ALM0000850,ELV00379,2026-04-10 20:56:47,E707,Communication Loss,Low,Y,11
ALM0000851,ELV00460,2025-03-24 22:28:05,E303,Motor Overheat,Critical,Y,71
ALM0000852,ELV00204,2026-03-14 22:03:30,E404,Excess Vibration,Medium,Y,56
ALM0000853,ELV00404,2025-01-03 09:20:11,E404,Excess Vibration,High,Y,55
ALM0000854,ELV00223,2025-08-11 15:09:17,E909,Leveling Error,Low,Y,13
ALM0000855,ELV00417,2025-05-20 16:29:19,E404,Excess Vibration,Low,Y,69
ALM0000856,ELV00257,2026-03-20 09:19:44,E909,Leveling Error,High,Y,81
ALM0000857,ELV00417,2025-06-22 23:37:05,E202,Overload,Medium,Y,26
ALM0000858,ELV00301,2025-01-17 10:53:07,E707,Communication Loss,Low,Y,33
ALM0000859,ELV00390,2026-04-12 21:07:53,E909,Leveling Error,High,Y,46
ALM0000860,ELV00144,2025-12-08 11:21:14,E707,Communication Loss,Medium,Y,9
ALM0000861,ELV00350,2025-06-18 01:27:36,E505,Power Fault,Low,Y,43
ALM0000862,ELV00132,2025-12-16 16:21:16,E505,Power Fault,Medium,Y,20
ALM0000863,ELV00492,2026-01-16 09:53:18,E101,Door Fault,Medium,N,
ALM0000864,ELV00295,2026-01-02 17:23:32,E303,Motor Overheat,High,Y,41
ALM0000865,ELV00363,2025-12-02 12:51:56,E606,Brake Fault,Medium,Y,13
ALM0000866,ELV00234,2025-07-29 02:17:39,E606,Brake Fault,Medium,Y,21
ALM0000867,ELV00158,2025-06-23 06:48:01,E707,Communication Loss,High,N,
ALM0000868,ELV00072,2025-12-06 19:34:15,E505,Power Fault,Low,Y,10
ALM0000869,ELV00440,2025-09-22 10:05:28,E606,Brake Fault,Medium,Y,21
ALM0000870,ELV00232,2025-09-08 00:04:59,E606,Brake Fault,High,Y,42
ALM0000871,ELV00314,2026-06-25 19:54:41,E909,Leveling Error,Critical,Y,42
ALM0000872,ELV00227,2025-06-14 01:18:05,E606,Brake Fault,Medium,Y,23
ALM0000873,ELV00103,2026-02-06 23:24:44,E606,Brake Fault,High,N,
ALM0000874,ELV00202,2026-04-22 16:25:02,E404,Excess Vibration,High,Y,99
ALM0000875,ELV00295,2025-07-25 22:46:29,E606,Brake Fault,Low,Y,13
ALM0000876,ELV00322,2026-06-24 23:20:09,E808,Speed Deviation,High,Y,71
ALM0000877,ELV00053,2025-05-26 09:54:05,E101,Door Fault,Medium,Y,14
ALM0000878,ELV00188,2026-02-08 05:45:18,E707,Communication Loss,Low,Y,25
ALM0000879,ELV00485,2025-08-14 20:58:16,E202,Overload,Low,Y,10
ALM0000880,ELV00243,2025-07-09 03:21:15,E303,Motor Overheat,High,Y,63
ALM0000881,ELV00173,2025-01-02 07:40:39,E505,Power Fault,Low,N,
ALM0000882,ELV00254,2025-06-03 08:35:34,E606,Brake Fault,High,Y,63
ALM0000883,ELV00197,2026-04-25 15:44:45,E707,Communication Loss,Low,Y,27
ALM0000884,ELV00233,2025-02-22 17:07:22,E909,Leveling Error,Medium,Y,11
ALM0000885,ELV00175,2025-08-20 18:06:16,E303,Motor Overheat,Medium,Y,30
ALM0000886,ELV00413,2026-05-23 13:51:32,E909,Leveling Error,High,Y,23
ALM0000887,ELV00145,2025-03-21 17:19:13,E505,Power Fault,Low,Y,24
ALM0000888,ELV00256,2025-03-13 16:00:56,E303,Motor Overheat,Critical,Y,82
ALM0000889,ELV00121,2026-01-08 12:55:49,E808,Speed Deviation,Low,Y,25
ALM0000890,ELV00251,2026-06-18 09:44:18,E303,Motor Overheat,Medium,Y,19
ALM0000891,ELV00485,2025-10-04 10:34:37,E808,Speed Deviation,Low,Y,32
ALM0000892,ELV00456,2025-05-26 22:49:29,E303,Motor Overheat,Medium,Y,10
ALM0000893,ELV00498,2026-03-26 04:47:28,E202,Overload,Low,Y,8
ALM0000894,ELV00038,2026-03-24 19:40:02,E303,Motor Overheat,Medium,Y,16
ALM0000895,ELV00293,2025-04-23 16:04:15,E303,Motor Overheat,Medium,Y,7
ALM0000896,ELV00125,2025-08-29 21:54:22,E404,Excess Vibration,Medium,Y,39
ALM0000897,ELV00303,2025-12-08 16:41:30,E202,Overload,High,Y,105
ALM0000898,ELV00425,2025-11-17 00:14:28,E707,Communication Loss,High,Y,62
ALM0000899,ELV00447,2026-03-30 12:50:49,E404,Excess Vibration,Medium,Y,8
ALM0000900,ELV00388,2025-03-16 11:47:24,E505,Power Fault,Low,Y,15
ALM0000901,ELV00338,2026-02-21 05:45:16,E404,Excess Vibration,Low,Y,9
ALM0000902,ELV00254,2025-10-10 06:41:26,E404,Excess Vibration,Low,Y,15
ALM0000903,ELV00460,2026-05-18 21:48:42,E909,Leveling Error,Medium,Y,30
ALM0000904,ELV00160,2025-09-16 19:39:50,E101,Door Fault,Low,Y,22
ALM0000905,ELV00456,2025-01-24 09:06:47,E202,Overload,Medium,Y,22
ALM0000906,ELV00313,2025-02-28 11:49:11,E101,Door Fault,High,N,
ALM0000907,ELV00105,2025-01-18 08:10:30,E303,Motor Overheat,Medium,N,
ALM0000908,ELV00139,2026-01-17 13:25:15,E808,Speed Deviation,Low,Y,43
ALM0000909,ELV00274,2025-11-19 03:33:50,E808,Speed Deviation,Low,Y,32
ALM0000910,ELV00361,2025-12-23 18:43:45,E909,Leveling Error,Critical,Y,53
ALM0000911,ELV00015,2025-06-16 04:51:16,E505,Power Fault,High,Y,79
ALM0000912,ELV00227,2026-04-07 16:35:30,E808,Speed Deviation,High,Y,15
ALM0000913,ELV00394,2025-08-07 09:50:15,E606,Brake Fault,High,Y,42
ALM0000914,ELV00447,2026-05-18 14:51:15,E909,Leveling Error,High,Y,87
ALM0000915,ELV00473,2026-04-08 05:24:45,E606,Brake Fault,Low,Y,54
ALM0000916,ELV00283,2025-08-31 10:55:08,E202,Overload,Medium,Y,17
ALM0000917,ELV00157,2026-03-29 18:29:12,E606,Brake Fault,Low,Y,27
ALM0000918,ELV00132,2026-02-13 12:46:23,E808,Speed Deviation,High,Y,175
ALM0000919,ELV00408,2026-01-01 19:37:29,E707,Communication Loss,Low,Y,24
ALM0000920,ELV00376,2025-05-31 21:19:22,E909,Leveling Error,Low,Y,10
ALM0000921,ELV00283,2026-04-08 23:41:05,E707,Communication Loss,Medium,Y,40
ALM0000922,ELV00054,2026-02-05 23:57:22,E101,Door Fault,Medium,Y,13
ALM0000923,ELV00423,2026-06-22 11:46:26,E606,Brake Fault,Medium,Y,22
ALM0000924,ELV00037,2025-04-20 01:03:45,E303,Motor Overheat,Low,Y,48
ALM0000925,ELV00246,2026-01-30 08:57:31,E303,Motor Overheat,Medium,Y,15
ALM0000926,ELV00427,2025-06-13 07:03:19,E303,Motor Overheat,Medium,Y,9
ALM0000927,ELV00115,2026-04-20 02:50:15,E505,Power Fault,High,Y,32
ALM0000928,ELV00002,2025-11-03 12:39:04,E404,Excess Vibration,Low,Y,41
ALM0000929,ELV00283,2026-02-25 16:44:26,E303,Motor Overheat,Medium,Y,9
ALM0000930,ELV00207,2025-11-11 02:22:46,E808,Speed Deviation,Low,Y,16
ALM0000931,ELV00139,2025-10-14 03:49:57,E101,Door Fault,Low,Y,10
ALM0000932,ELV00065,2025-09-18 17:43:08,E606,Brake Fault,High,Y,25
ALM0000933,ELV00135,2026-01-05 19:42:46,E505,Power Fault,High,Y,74
ALM0000934,ELV00062,2026-03-17 11:05:21,E505,Power Fault,Low,Y,21
ALM0000935,ELV00128,2026-03-19 17:38:16,E505,Power Fault,High,Y,33
ALM0000936,ELV00200,2025-02-16 15:07:24,E606,Brake Fault,Low,N,
ALM0000937,ELV00218,2025-02-07 13:07:50,E101,Door Fault,Medium,Y,8
ALM0000938,ELV00422,2025-07-17 10:31:06,E101,Door Fault,Medium,Y,15
ALM0000939,ELV00290,2025-03-04 08:44:22,E202,Overload,High,N,
ALM0000940,ELV00338,2026-04-07 06:51:09,E404,Excess Vibration,Critical,N,
ALM0000941,ELV00148,2025-09-03 13:15:08,E707,Communication Loss,High,N,
ALM0000942,ELV00179,2026-06-15 11:45:10,E707,Communication Loss,Medium,Y,8
ALM0000943,ELV00189,2025-06-27 22:59:39,E707,Communication Loss,Medium,Y,39
ALM0000944,ELV00283,2026-06-01 15:10:13,E808,Speed Deviation,Low,Y,5
ALM0000945,ELV00429,2026-04-28 00:25:14,E707,Communication Loss,Low,N,
ALM0000946,ELV00497,2025-02-09 09:13:42,E404,Excess Vibration,Medium,Y,7
ALM0000947,ELV00415,2025-12-12 12:59:46,E808,Speed Deviation,Low,Y,10
ALM0000948,ELV00206,2025-01-09 19:59:56,E404,Excess Vibration,Medium,Y,6
ALM0000949,ELV00184,2025-03-28 18:39:54,E707,Communication Loss,Critical,N,
ALM0000950,ELV00222,2025-06-28 23:58:48,E909,Leveling Error,Low,Y,21
ALM0000951,ELV00144,2026-06-25 00:42:14,E606,Brake Fault,Low,Y,36
ALM0000952,ELV00482,2026-05-22 21:41:20,E505,Power Fault,Critical,Y,36
ALM0000953,ELV00287,2026-06-21 13:24:37,E404,Excess Vibration,Medium,Y,38
ALM0000954,ELV00014,2026-03-21 13:56:35,E808,Speed Deviation,Critical,Y,57
ALM0000955,ELV00317,2025-11-13 03:41:59,E404,Excess Vibration,High,Y,52
ALM0000956,ELV00225,2025-09-17 06:53:17,E505,Power Fault,Low,Y,29
ALM0000957,ELV00499,2026-02-23 13:08:52,E303,Motor Overheat,Medium,Y,57
ALM0000958,ELV00265,2026-06-29 10:39:11,E808,Speed Deviation,High,Y,40
ALM0000959,ELV00182,2025-12-17 10:27:19,E303,Motor Overheat,Low,Y,24
ALM0000960,ELV00064,2025-08-14 23:43:21,E101,Door Fault,Low,Y,27
ALM0000961,ELV00161,2025-12-31 17:09:35,E808,Speed Deviation,Critical,Y,48
ALM0000962,ELV00325,2026-05-19 01:52:02,E909,Leveling Error,Medium,Y,35
ALM0000963,ELV00432,2025-09-25 19:03:53,E505,Power Fault,Low,Y,38
ALM0000964,ELV00232,2026-05-04 07:15:24,E101,Door Fault,Medium,Y,55
ALM0000965,ELV00359,2026-05-21 04:12:02,E909,Leveling Error,High,N,
ALM0000966,ELV00108,2026-02-22 03:05:06,E505,Power Fault,Low,Y,8
ALM0000967,ELV00051,2026-01-19 02:58:28,E202,Overload,Low,Y,9
ALM0000968,ELV00088,2025-02-08 09:35:09,E505,Power Fault,Medium,Y,52
ALM0000969,ELV00332,2025-04-28 22:21:29,E303,Motor Overheat,Low,Y,16
ALM0000970,ELV00458,2025-05-23 17:57:01,E303,Motor Overheat,Low,Y,20
ALM0000971,ELV00241,2025-04-02 18:16:01,E505,Power Fault,Critical,Y,87
ALM0000972,ELV00135,2025-07-23 01:13:01,E707,Communication Loss,Low,N,
ALM0000973,ELV00440,2025-08-30 14:29:43,E303,Motor Overheat,Low,N,
ALM0000974,ELV00294,2025-08-06 16:54:09,E101,Door Fault,Critical,Y,78
ALM0000975,ELV00328,2026-03-01 01:06:31,E707,Communication Loss,Medium,Y,24
ALM0000976,ELV00034,2026-05-15 17:43:16,E505,Power Fault,Low,Y,13
ALM0000977,ELV00407,2026-01-31 09:22:17,E101,Door Fault,Medium,Y,22
ALM0000978,ELV00490,2026-01-13 08:40:10,E404,Excess Vibration,Medium,Y,18
ALM0000979,ELV00242,2025-01-05 16:54:35,E909,Leveling Error,Medium,Y,11
ALM0000980,ELV00191,2026-05-27 16:39:50,E707,Communication Loss,Medium,Y,13
ALM0000981,ELV00239,2025-03-18 00:57:00,E707,Communication Loss,Low,Y,16
ALM0000982,ELV00254,2026-03-03 18:03:48,E505,Power Fault,Low,Y,21
ALM0000983,ELV00461,2026-01-18 15:11:06,E505,Power Fault,Low,Y,7
ALM0000984,ELV00395,2025-10-17 07:25:54,E505,Power Fault,Low,Y,38
ALM0000985,ELV00216,2026-05-02 10:00:04,E707,Communication Loss,High,Y,140
ALM0000986,ELV00382,2025-11-23 02:58:43,E707,Communication Loss,Medium,Y,16
ALM0000987,ELV00229,2025-08-06 20:20:32,E606,Brake Fault,Low,Y,30
ALM0000988,ELV00336,2026-01-10 09:24:44,E707,Communication Loss,Low,Y,22
ALM0000989,ELV00196,2026-04-07 03:29:18,E303,Motor Overheat,Critical,N,
ALM0000990,ELV00448,2026-01-03 19:02:38,E404,Excess Vibration,High,N,
ALM0000991,ELV00314,2026-02-08 03:20:43,E101,Door Fault,Low,Y,7
ALM0000992,ELV00116,2025-11-09 05:44:39,E808,Speed Deviation,High,Y,47
ALM0000993,ELV00452,2026-01-05 11:59:44,E101,Door Fault,Medium,Y,53
ALM0000994,ELV00009,2025-02-13 07:51:44,E808,Speed Deviation,Low,Y,21
ALM0000995,ELV00233,2025-08-19 20:42:56,E606,Brake Fault,Medium,Y,18
ALM0000996,ELV00295,2026-05-27 18:36:04,E404,Excess Vibration,High,N,
ALM0000997,ELV00102,2025-05-02 18:05:48,E404,Excess Vibration,Medium,Y,44
ALM0000998,ELV00212,2025-06-16 05:45:50,E808,Speed Deviation,Low,Y,17
ALM0000999,ELV00428,2026-04-24 19:08:14,E404,Excess Vibration,Medium,Y,29
ALM0001000,ELV00326,2025-06-15 05:06:05,E404,Excess Vibration,Low,Y,12
ALM0001001,ELV00049,2025-06-02 01:48:34,E505,Power Fault,High,N,
ALM0001002,ELV00304,2025-05-08 13:15:10,E303,Motor Overheat,Low,Y,44
ALM0001003,ELV00014,2026-01-26 11:44:28,E303,Motor Overheat,Critical,Y,33
ALM0001004,ELV00134,2025-08-05 16:25:02,E808,Speed Deviation,High,Y,34
ALM0001005,ELV00104,2025-06-24 21:11:04,E606,Brake Fault,High,Y,59
ALM0001006,ELV00006,2025-12-13 19:09:43,E606,Brake Fault,High,Y,285
ALM0001007,ELV00429,2025-01-30 04:17:17,E505,Power Fault,Medium,N,
