maintenance_part_id,maintenance_id,material_id,quantity_used,unit_cost,total_cost
MPT00009301,MNT0005834,MAT00004,1,224.43,224.43
MPT00009302,MNT0010232,MAT00146,1,294.32,294.32
MPT00009303,MNT0010232,MAT00129,1,118.44,118.44
MPT00009304,MNT0010232,MAT00133,2,100.65,201.3
MPT00009305,MNT0010232,MAT00140,2,101.03,202.06
MPT00009306,MNT0004210,MAT00112,1,556.46,556.46
MPT00009307,MNT0000658,MAT00081,1,124.84,124.84
MPT00009308,MNT0000658,MAT00083,1,56.75,56.75
MPT00009309,MNT0009331,MAT00041,1,2602.27,2602.27
MPT00009310,MNT0009331,MAT00033,1,111.48,111.48
MPT00009311,MNT0009331,MAT00036,1,105.8,105.8
MPT00009312,MNT0025087,MAT00245,1,104.37,104.37
MPT00009313,MNT0006395,MAT00215,1,125.27,125.27
MPT00009314,MNT0025871,MAT00229,1,419.36,419.36
MPT00009315,MNT0025871,MAT00247,1,683.04,683.04
MPT00009316,MNT0011943,MAT00241,4,149.79,599.16
MPT00009317,MNT0011943,MAT00241,1,159.96,159.96
MPT00009318,MNT0020013,MAT00245,1,104.29,104.29
MPT00009319,MNT0017047,MAT00232,1,70.52,70.52
MPT00009320,MNT0017047,MAT00237,1,908.23,908.23
MPT00009321,MNT0019979,MAT00232,1,70.51,70.51
MPT00009322,MNT0013549,MAT00243,2,1133.29,2266.58
MPT00009323,MNT0013549,MAT00242,1,177.67,177.67
MPT00009324,MNT0013549,MAT00239,1,706.98,706.98
MPT00009325,MNT0013549,MAT00243,1,1396.72,1396.72
MPT00009326,MNT0019598,MAT00250,1,3344.68,3344.68
MPT00009327,MNT0019598,MAT00226,1,56.76,56.76
MPT00009328,MNT0019598,MAT00240,1,576.56,576.56
MPT00009329,MNT0019598,MAT00239,1,690.31,690.31
MPT00009330,MNT0025734,MAT00245,1,86.22,86.22
MPT00009331,MNT0025734,MAT00241,2,170.83,341.66
MPT00009332,MNT0025220,MAT00246,2,320.98,641.96
MPT00009333,MNT0006578,MAT00064,1,154.41,154.41
MPT00009334,MNT0006578,MAT00065,2,148.96,297.92
MPT00009335,MNT0006578,MAT00065,1,155.33,155.33
MPT00009336,MNT0017955,MAT00245,1,87.58,87.58
MPT00009337,MNT0017955,MAT00230,1,455.95,455.95
MPT00009338,MNT0015727,MAT00233,1,273.13,273.13
MPT00009339,MNT0015727,MAT00226,1,55.41,55.41
MPT00009340,MNT0019085,MAT00250,2,2897.79,5795.58
MPT00009341,MNT0019085,MAT00240,1,624.12,624.12
MPT00009342,MNT0019085,MAT00234,2,300.57,601.14
MPT00009343,MNT0004466,MAT00216,1,114.93,114.93
MPT00009344,MNT0004466,MAT00205,1,158.63,158.63
MPT00009345,MNT0011780,MAT00248,1,489.33,489.33
MPT00009346,MNT0006367,MAT00055,2,9.76,19.52
MPT00009347,MNT0006367,MAT00074,1,236.56,236.56
MPT00009348,MNT0006291,MAT00141,1,44.34,44.34
MPT00009349,MNT0006291,MAT00146,1,295.93,295.93
MPT00009350,MNT0011457,MAT00237,1,1003.77,1003.77
MPT00009351,MNT0011457,MAT00232,1,77.78,77.78
MPT00009352,MNT0011457,MAT00247,1,781.42,781.42
MPT00009353,MNT0011182,MAT00248,1,538.61,538.61
MPT00009354,MNT0011182,MAT00248,1,469.7,469.7
MPT00009355,MNT0011182,MAT00237,1,842.96,842.96
MPT00009356,MNT0010987,MAT00229,2,471.38,942.76
MPT00009357,MNT0020420,MAT00244,1,220.96,220.96
MPT00009358,MNT0020420,MAT00238,1,182.12,182.12
MPT00009359,MNT0020420,MAT00226,1,49.71,49.71
MPT00009360,MNT0020420,MAT00232,1,65.06,65.06
MPT00009361,MNT0005463,MAT00053,2,994.03,1988.06
MPT00009362,MNT0005143,MAT00098,2,394.12,788.24
MPT00009363,MNT0004161,MAT00218,1,70.2,70.2
MPT00009364,MNT0023465,MAT00227,1,263.37,263.37
MPT00009365,MNT0023465,MAT00228,1,62.94,62.94
MPT00009366,MNT0023465,MAT00230,3,420.13,1260.39
MPT00009367,MNT0012845,MAT00227,1,228.23,228.23
MPT00009368,MNT0010284,MAT00216,1,123.05,123.05
MPT00009369,MNT0010284,MAT00217,1,130.06,130.06
MPT00009370,MNT0017735,MAT00240,1,607.09,607.09
MPT00009371,MNT0008787,MAT00022,1,116.26,116.26
MPT00009372,MNT0008787,MAT00017,1,444.61,444.61
MPT00009373,MNT0023619,MAT00246,1,345.1,345.1
MPT00009374,MNT0023619,MAT00229,1,496.79,496.79
MPT00009375,MNT0026173,MAT00245,1,96.47,96.47
MPT00009376,MNT0026173,MAT00250,1,3001.98,3001.98
MPT00009377,MNT0026173,MAT00240,1,708.96,708.96
MPT00009378,MNT0023326,MAT00233,2,280.47,560.94
MPT00009379,MNT0013991,MAT00248,1,528.38,528.38
MPT00009380,MNT0022607,MAT00231,1,365.76,365.76
MPT00009381,MNT0019889,MAT00237,1,902.38,902.38
MPT00009382,MNT0019889,MAT00248,2,545.32,1090.64
MPT00009383,MNT0001389,MAT00003,1,1785.91,1785.91
MPT00009384,MNT0028932,MAT00247,1,742.85,742.85
MPT00009385,MNT0028932,MAT00247,6,678.8,4072.8
MPT00009386,MNT0019009,MAT00237,1,922.72,922.72
MPT00009387,MNT0019009,MAT00241,2,157.58,315.16
MPT00009388,MNT0019009,MAT00248,1,477.56,477.56
MPT00009389,MNT0015916,MAT00237,1,853.21,853.21
MPT00009390,MNT0004737,MAT00143,2,52.53,105.06
MPT00009391,MNT0000867,MAT00005,1,294.99,294.99
MPT00009392,MNT0000867,MAT00023,2,634.84,1269.68
MPT00009393,MNT0019436,MAT00229,1,501.19,501.19
MPT00009394,MNT0019436,MAT00228,1,63.5,63.5
MPT00009395,MNT0000128,MAT00010,1,149.1,149.1
MPT00009396,MNT0000128,MAT00010,1,161.55,161.55
MPT00009397,MNT0007777,MAT00215,2,141.5,283.0
MPT00009398,MNT0007777,MAT00203,1,77.98,77.98
MPT00009399,MNT0010504,MAT00213,2,301.17,602.34
MPT00009400,MNT0027789,MAT00250,2,2833.5,5667.0
MPT00009401,MNT0004662,MAT00079,1,640.67,640.67
MPT00009402,MNT0004662,MAT00082,2,175.71,351.42
MPT00009403,MNT0002643,MAT00043,1,301.68,301.68
MPT00009404,MNT0002643,MAT00031,1,149.54,149.54
MPT00009405,MNT0015059,MAT00248,1,515.82,515.82
MPT00009406,MNT0028747,MAT00237,1,836.98,836.98
MPT00009407,MNT0028747,MAT00230,1,378.76,378.76
MPT00009408,MNT0013285,MAT00244,2,213.87,427.74
MPT00009409,MNT0029203,MAT00247,1,744.91,744.91
MPT00009410,MNT0027440,MAT00245,2,86.7,173.4
MPT00009411,MNT0006638,MAT00095,1,29.25,29.25
MPT00009412,MNT0006638,MAT00091,1,258.15,258.15
MPT00009413,MNT0026002,MAT00233,1,247.25,247.25
MPT00009414,MNT0021446,MAT00242,1,188.34,188.34
MPT00009415,MNT0005884,MAT00014,1,77.01,77.01
MPT00009416,MNT0005884,MAT00018,1,395.79,395.79
MPT00009417,MNT0006150,MAT00008,1,116.01,116.01
MPT00009418,MNT0006150,MAT00015,5,47.95,239.75
MPT00009419,MNT0006150,MAT00010,1,154.25,154.25
MPT00009420,MNT0016170,MAT00248,1,457.56,457.56
MPT00009421,MNT0007339,MAT00119,1,159.99,159.99
MPT00009422,MNT0007339,MAT00113,1,1397.65,1397.65
MPT00009423,MNT0025823,MAT00231,1,377.92,377.92
MPT00009424,MNT0010381,MAT00209,1,330.89,330.89
MPT00009425,MNT0010381,MAT00207,2,181.15,362.3
MPT00009426,MNT0010381,MAT00201,1,165.57,165.57
MPT00009427,MNT0010381,MAT00223,1,272.33,272.33
MPT00009428,MNT0027879,MAT00239,1,699.39,699.39
MPT00009429,MNT0029237,MAT00246,1,294.3,294.3
MPT00009430,MNT0029237,MAT00231,1,407.04,407.04
MPT00009431,MNT0029237,MAT00236,1,209.8,209.8
MPT00009432,MNT0029237,MAT00234,1,298.35,298.35
MPT00009433,MNT0005741,MAT00225,1,498.28,498.28
MPT00009434,MNT0005741,MAT00202,1,66.94,66.94
MPT00009435,MNT0005741,MAT00215,1,147.19,147.19
MPT00009436,MNT0005741,MAT00211,1,328.8,328.8
MPT00009437,MNT0017557,MAT00244,1,199.26,199.26
MPT00009438,MNT0017557,MAT00237,2,975.42,1950.84
MPT00009439,MNT0017557,MAT00238,1,185.8,185.8
MPT00009440,MNT0005753,MAT00021,1,108.19,108.19
MPT00009441,MNT0005753,MAT00001,1,59.83,59.83
MPT00009442,MNT0023661,MAT00242,2,194.01,388.02
MPT00009443,MNT0023661,MAT00238,1,183.89,183.89
MPT00009444,MNT0019870,MAT00237,1,879.91,879.91
MPT00009445,MNT0019870,MAT00249,1,288.06,288.06
MPT00009446,MNT0019870,MAT00226,1,48.7,48.7
MPT00009447,MNT0016617,MAT00231,1,445.32,445.32
MPT00009448,MNT0016617,MAT00240,1,580.27,580.27
MPT00009449,MNT0016617,MAT00235,1,318.62,318.62
MPT00009450,MNT0016617,MAT00245,1,97.09,97.09
MPT00009451,MNT0024587,MAT00227,1,261.39,261.39
MPT00009452,MNT0018827,MAT00234,2,290.12,580.24
MPT00009453,MNT0021758,MAT00246,2,336.36,672.72
MPT00009454,MNT0026045,MAT00241,1,157.23,157.23
MPT00009455,MNT0001667,MAT00141,1,53.66,53.66
MPT00009456,MNT0019101,MAT00234,1,288.07,288.07
MPT00009457,MNT0019101,MAT00232,2,74.92,149.84
MPT00009458,MNT0019101,MAT00244,1,204.13,204.13
MPT00009459,MNT0009439,MAT00086,2,87.17,174.34
MPT00009460,MNT0009439,MAT00098,2,383.61,767.22
MPT00009461,MNT0009439,MAT00084,1,199.91,199.91
MPT00009462,MNT0009439,MAT00098,2,472.74,945.48
MPT00009463,MNT0016968,MAT00233,1,238.41,238.41
MPT00009464,MNT0005684,MAT00117,1,153.45,153.45
MPT00009465,MNT0005684,MAT00101,1,51.27,51.27
MPT00009466,MNT0005684,MAT00113,1,1305.41,1305.41
MPT00009467,MNT0008689,MAT00024,1,119.31,119.31
MPT00009468,MNT0003208,MAT00219,1,95.9,95.9
MPT00009469,MNT0003208,MAT00210,1,414.43,414.43
MPT00009470,MNT0003208,MAT00209,1,333.54,333.54
MPT00009471,MNT0013279,MAT00247,1,771.44,771.44
MPT00009472,MNT0013279,MAT00228,1,76.53,76.53
MPT00009473,MNT0013279,MAT00228,1,69.3,69.3
MPT00009474,MNT0013279,MAT00245,1,90.09,90.09
MPT00009475,MNT0017787,MAT00237,2,822.9,1645.8
MPT00009476,MNT0016329,MAT00229,1,444.88,444.88
MPT00009477,MNT0016329,MAT00238,1,175.73,175.73
MPT00009478,MNT0016329,MAT00242,2,167.84,335.68
MPT00009479,MNT0026745,MAT00249,2,336.63,673.26
MPT00009480,MNT0026745,MAT00232,1,70.42,70.42
MPT00009481,MNT0005175,MAT00211,2,339.16,678.32
MPT00009482,MNT0028767,MAT00231,1,379.88,379.88
MPT00009483,MNT0028767,MAT00231,1,442.1,442.1
MPT00009484,MNT0006054,MAT00089,1,581.98,581.98
MPT00009485,MNT0010330,MAT00133,1,82.58,82.58
MPT00009486,MNT0010330,MAT00127,1,6061.12,6061.12
MPT00009487,MNT0010330,MAT00139,2,130.86,261.72
MPT00009488,MNT0008820,MAT00001,2,70.95,141.9
MPT00009489,MNT0021372,MAT00230,2,375.9,751.8
MPT00009490,MNT0021372,MAT00250,1,2862.68,2862.68
MPT00009491,MNT0021372,MAT00247,2,635.74,1271.48
MPT00009492,MNT0024263,MAT00249,2,304.44,608.88
MPT00009493,MNT0024263,MAT00248,1,510.18,510.18
MPT00009494,MNT0024263,MAT00231,1,384.25,384.25
MPT00009495,MNT0002236,MAT00030,1,231.77,231.77
MPT00009496,MNT0002236,MAT00045,1,303.88,303.88
MPT00009497,MNT0009535,MAT00029,1,227.26,227.26
MPT00009498,MNT0008951,MAT00050,1,123.02,123.02
MPT00009499,MNT0005478,MAT00023,1,627.73,627.73
MPT00009500,MNT0005478,MAT00020,1,427.85,427.85
MPT00009501,MNT0005478,MAT00006,4,358.15,1432.6
MPT00009502,MNT0025207,MAT00236,2,183.61,367.22
MPT00009503,MNT0025207,MAT00242,1,164.17,164.17
MPT00009504,MNT0023691,MAT00230,2,408.88,817.76
MPT00009505,MNT0029619,MAT00240,1,638.89,638.89
MPT00009506,MNT0029619,MAT00241,1,146.04,146.04
MPT00009507,MNT0003267,MAT00010,1,135.64,135.64
MPT00009508,MNT0022470,MAT00231,1,383.33,383.33
MPT00009509,MNT0022470,MAT00249,1,328.67,328.67
MPT00009510,MNT0022470,MAT00244,1,195.88,195.88
MPT00009511,MNT0023695,MAT00231,2,367.16,734.32
MPT00009512,MNT0023695,MAT00233,1,259.97,259.97
MPT00009513,MNT0014650,MAT00236,1,204.94,204.94
MPT00009514,MNT0014650,MAT00230,1,460.99,460.99
MPT00009515,MNT0016167,MAT00226,1,56.46,56.46
MPT00009516,MNT0002621,MAT00040,1,197.74,197.74
MPT00009517,MNT0005859,MAT00202,1,70.02,70.02
MPT00009518,MNT0011790,MAT00246,1,319.68,319.68
MPT00009519,MNT0011790,MAT00234,1,295.2,295.2
MPT00009520,MNT0015121,MAT00242,1,180.04,180.04
MPT00009521,MNT0015121,MAT00226,1,54.57,54.57
MPT00009522,MNT0003755,MAT00209,1,329.17,329.17
MPT00009523,MNT0010530,MAT00217,2,158.49,316.98
MPT00009524,MNT0029514,MAT00231,1,368.08,368.08
MPT00009525,MNT0029514,MAT00236,2,177.73,355.46
MPT00009526,MNT0009466,MAT00116,2,526.95,1053.9
MPT00009527,MNT0009466,MAT00121,1,1754.45,1754.45
MPT00009528,MNT0009466,MAT00114,1,238.23,238.23
MPT00009529,MNT0022690,MAT00232,1,81.34,81.34
MPT00009530,MNT0027060,MAT00249,1,304.33,304.33
MPT00009531,MNT0027060,MAT00228,1,63.06,63.06
MPT00009532,MNT0003880,MAT00145,1,245.99,245.99
MPT00009533,MNT0017606,MAT00250,1,3407.91,3407.91
MPT00009534,MNT0017606,MAT00231,1,416.53,416.53
MPT00009535,MNT0012296,MAT00227,1,254.5,254.5
MPT00009536,MNT0012296,MAT00228,1,64.02,64.02
MPT00009537,MNT0012296,MAT00235,1,302.3,302.3
MPT00009538,MNT0009870,MAT00061,1,265.82,265.82
MPT00009539,MNT0013449,MAT00246,1,313.71,313.71
MPT00009540,MNT0013449,MAT00249,1,311.53,311.53
MPT00009541,MNT0002464,MAT00067,1,568.94,568.94
MPT00009542,MNT0008141,MAT00004,1,232.11,232.11
MPT00009543,MNT0008141,MAT00018,1,395.23,395.23
MPT00009544,MNT0008141,MAT00019,2,313.22,626.44
MPT00009545,MNT0028064,MAT00244,1,209.37,209.37
MPT00009546,MNT0028064,MAT00227,2,238.8,477.6
MPT00009547,MNT0028064,MAT00243,1,1373.97,1373.97
MPT00009548,MNT0000662,MAT00136,2,179.13,358.26
MPT00009549,MNT0000662,MAT00146,1,274.69,274.69
MPT00009550,MNT0009001,MAT00124,1,158.12,158.12
MPT00009551,MNT0009001,MAT00117,2,168.57,337.14
MPT00009552,MNT0006018,MAT00047,1,131.96,131.96
MPT00009553,MNT0006018,MAT00031,1,160.93,160.93
MPT00009554,MNT0021392,MAT00226,1,54.86,54.86
MPT00009555,MNT0021392,MAT00228,1,75.06,75.06
MPT00009556,MNT0021392,MAT00228,1,76.34,76.34
MPT00009557,MNT0021392,MAT00227,1,255.89,255.89
MPT00009558,MNT0003126,MAT00212,3,51.45,154.35
MPT00009559,MNT0027016,MAT00234,1,240.35,240.35
MPT00009560,MNT0012639,MAT00248,1,477.39,477.39
MPT00009561,MNT0012639,MAT00230,2,419.82,839.64
MPT00009562,MNT0011074,MAT00247,1,681.62,681.62
MPT00009563,MNT0011074,MAT00227,1,247.81,247.81
MPT00009564,MNT0002509,MAT00224,1,1689.71,1689.71
MPT00009565,MNT0002509,MAT00218,1,66.49,66.49
MPT00009566,MNT0002509,MAT00215,1,131.68,131.68
MPT00009567,MNT0015138,MAT00229,1,498.87,498.87
MPT00009568,MNT0010390,MAT00106,1,121.92,121.92
MPT00009569,MNT0010390,MAT00125,1,58.36,58.36
MPT00009570,MNT0022683,MAT00237,1,874.08,874.08
MPT00009571,MNT0022683,MAT00246,1,317.03,317.03
MPT00009572,MNT0022683,MAT00228,1,71.69,71.69
MPT00009573,MNT0002269,MAT00017,1,448.85,448.85
MPT00009574,MNT0002269,MAT00003,1,1714.17,1714.17
MPT00009575,MNT0023894,MAT00236,1,208.8,208.8
MPT00009576,MNT0023894,MAT00229,1,488.79,488.79
MPT00009577,MNT0023894,MAT00235,1,263.37,263.37
MPT00009578,MNT0023894,MAT00230,1,434.62,434.62
MPT00009579,MNT0029207,MAT00233,1,268.44,268.44
MPT00009580,MNT0029207,MAT00246,1,312.27,312.27
MPT00009581,MNT0029207,MAT00227,1,251.21,251.21
MPT00009582,MNT0029207,MAT00244,1,210.99,210.99
MPT00009583,MNT0013688,MAT00243,2,1351.84,2703.68
MPT00009584,MNT0013688,MAT00230,1,380.68,380.68
MPT00009585,MNT0013688,MAT00228,1,64.08,64.08
MPT00009586,MNT0008203,MAT00140,1,95.3,95.3
MPT00009587,MNT0008203,MAT00132,1,120.3,120.3
MPT00009588,MNT0020443,MAT00241,1,153.45,153.45
MPT00009589,MNT0020443,MAT00228,2,66.04,132.08
MPT00009590,MNT0015760,MAT00234,1,261.44,261.44
MPT00009591,MNT0015760,MAT00230,1,406.4,406.4
MPT00009592,MNT0019092,MAT00230,1,429.15,429.15
MPT00009593,MNT0019092,MAT00235,1,315.27,315.27
MPT00009594,MNT0026116,MAT00226,1,48.77,48.77
MPT00009595,MNT0026116,MAT00242,1,191.6,191.6
MPT00009596,MNT0006390,MAT00209,1,334.17,334.17
MPT00009597,MNT0004441,MAT00012,1,413.06,413.06
MPT00009598,MNT0004441,MAT00001,1,68.84,68.84
MPT00009599,MNT0004441,MAT00017,1,459.85,459.85
MPT00009600,MNT0009212,MAT00224,2,1639.58,3279.16
MPT00009601,MNT0009212,MAT00219,1,96.8,96.8
MPT00009602,MNT0004260,MAT00002,1,114.96,114.96
MPT00009603,MNT0004260,MAT00013,2,132.68,265.36
MPT00009604,MNT0004260,MAT00025,1,231.18,231.18
MPT00009605,MNT0023440,MAT00233,2,228.98,457.96
MPT00009606,MNT0016325,MAT00239,1,793.55,793.55
MPT00009607,MNT0016325,MAT00238,1,157.96,157.96
MPT00009608,MNT0008469,MAT00206,1,816.62,816.62
MPT00009609,MNT0008469,MAT00212,3,49.32,147.96
MPT00009610,MNT0008469,MAT00220,1,288.89,288.89
MPT00009611,MNT0000350,MAT00025,2,241.42,482.84
MPT00009612,MNT0000350,MAT00018,1,357.01,357.01
MPT00009613,MNT0002989,MAT00137,1,270.54,270.54
MPT00009614,MNT0002989,MAT00137,1,261.76,261.76
MPT00009615,MNT0002989,MAT00147,1,777.52,777.52
MPT00009616,MNT0002989,MAT00136,2,152.75,305.5
MPT00009617,MNT0010221,MAT00120,1,97.54,97.54
MPT00009618,MNT0010221,MAT00114,2,267.76,535.52
MPT00009619,MNT0006777,MAT00141,1,48.55,48.55
MPT00009620,MNT0006777,MAT00148,5,91.07,455.35
MPT00009621,MNT0006777,MAT00141,1,54.4,54.4
MPT00009622,MNT0000170,MAT00068,1,153.53,153.53
MPT00009623,MNT0027588,MAT00242,1,166.97,166.97
MPT00009624,MNT0012137,MAT00246,1,370.41,370.41
MPT00009625,MNT0005458,MAT00225,1,440.8,440.8
MPT00009626,MNT0016829,MAT00245,1,86.46,86.46
MPT00009627,MNT0016829,MAT00238,1,156.96,156.96
MPT00009628,MNT0016829,MAT00233,1,277.05,277.05
MPT00009629,MNT0022970,MAT00230,1,458.88,458.88
MPT00009630,MNT0022970,MAT00226,1,58.77,58.77
MPT00009631,MNT0013386,MAT00249,1,296.72,296.72
MPT00009632,MNT0013386,MAT00242,1,164.83,164.83
MPT00009633,MNT0013386,MAT00238,1,154.4,154.4
MPT00009634,MNT0029033,MAT00232,1,69.77,69.77
MPT00009635,MNT0029033,MAT00237,1,880.4,880.4
MPT00009636,MNT0029033,MAT00248,1,488.28,488.28
MPT00009637,MNT0029033,MAT00248,1,543.93,543.93
MPT00009638,MNT0012928,MAT00231,1,364.02,364.02
MPT00009639,MNT0002106,MAT00095,1,30.2,30.2
MPT00009640,MNT0002106,MAT00078,1,99.09,99.09
MPT00009641,MNT0002106,MAT00100,1,1127.29,1127.29
MPT00009642,MNT0014418,MAT00226,4,49.42,197.68
MPT00009643,MNT0028106,MAT00242,1,174.85,174.85
MPT00009644,MNT0013644,MAT00228,1,64.39,64.39
MPT00009645,MNT0013644,MAT00247,1,759.46,759.46
MPT00009646,MNT0026470,MAT00247,1,697.38,697.38
MPT00009647,MNT0026470,MAT00237,1,918.77,918.77
MPT00009648,MNT0026470,MAT00232,2,74.81,149.62
MPT00009649,MNT0000934,MAT00056,1,83.16,83.16
MPT00009650,MNT0027123,MAT00235,2,313.54,627.08
MPT00009651,MNT0021787,MAT00248,1,558.02,558.02
MPT00009652,MNT0009640,MAT00070,1,155.7,155.7
MPT00009653,MNT0009640,MAT00068,1,156.16,156.16
MPT00009654,MNT0009640,MAT00073,2,542.1,1084.2
MPT00009655,MNT0010050,MAT00091,1,292.06,292.06
MPT00009656,MNT0027384,MAT00244,3,177.98,533.94
MPT00009657,MNT0027384,MAT00235,3,290.69,872.07
MPT00009658,MNT0027384,MAT00248,1,465.29,465.29
MPT00009659,MNT0023891,MAT00232,1,77.09,77.09
MPT00009660,MNT0023891,MAT00229,1,452.05,452.05
MPT00009661,MNT0023891,MAT00235,1,259.55,259.55
MPT00009662,MNT0028658,MAT00235,1,308.94,308.94
MPT00009663,MNT0008575,MAT00133,1,91.68,91.68
MPT00009664,MNT0008575,MAT00134,2,63.95,127.9
MPT00009665,MNT0026916,MAT00250,1,2963.98,2963.98
MPT00009666,MNT0026916,MAT00249,1,294.61,294.61
MPT00009667,MNT0029160,MAT00241,1,149.08,149.08
MPT00009668,MNT0029160,MAT00227,1,226.62,226.62
MPT00009669,MNT0020795,MAT00247,3,723.67,2171.01
MPT00009670,MNT0024637,MAT00237,2,1003.3,2006.6
MPT00009671,MNT0024637,MAT00249,2,281.61,563.22
MPT00009672,MNT0001936,MAT00072,2,556.04,1112.08
MPT00009673,MNT0014077,MAT00235,1,311.24,311.24
MPT00009674,MNT0021683,MAT00240,1,579.21,579.21
MPT00009675,MNT0010681,MAT00073,2,528.17,1056.34
MPT00009676,MNT0011969,MAT00238,1,151.33,151.33
MPT00009677,MNT0011969,MAT00226,1,55.78,55.78
MPT00009678,MNT0027839,MAT00245,1,93.28,93.28
MPT00009679,MNT0013938,MAT00238,1,184.92,184.92
MPT00009680,MNT0013938,MAT00243,1,1324.37,1324.37
MPT00009681,MNT0024621,MAT00250,1,3283.43,3283.43
MPT00009682,MNT0019123,MAT00227,1,261.64,261.64
MPT00009683,MNT0019123,MAT00235,1,271.23,271.23
MPT00009684,MNT0021261,MAT00240,1,667.16,667.16
MPT00009685,MNT0022759,MAT00233,2,227.9,455.8
MPT00009686,MNT0020294,MAT00234,1,248.69,248.69
MPT00009687,MNT0007318,MAT00025,1,233.31,233.31
MPT00009688,MNT0013963,MAT00247,3,682.9,2048.7
MPT00009689,MNT0013963,MAT00233,1,241.85,241.85
MPT00009690,MNT0000654,MAT00063,1,220.33,220.33
MPT00009691,MNT0000654,MAT00062,1,68.36,68.36
MPT00009692,MNT0011449,MAT00230,1,418.09,418.09
MPT00009693,MNT0002995,MAT00011,2,56.22,112.44
MPT00009694,MNT0021692,MAT00249,1,332.23,332.23
MPT00009695,MNT0021692,MAT00235,2,316.75,633.5
MPT00009696,MNT0005816,MAT00220,1,326.41,326.41
MPT00009697,MNT0019109,MAT00239,1,756.58,756.58
MPT00009698,MNT0019109,MAT00244,1,198.18,198.18
MPT00009699,MNT0008655,MAT00002,1,109.32,109.32
MPT00009700,MNT0008655,MAT00024,2,136.17,272.34
MPT00009701,MNT0027561,MAT00240,1,588.4,588.4
MPT00009702,MNT0027561,MAT00239,1,719.85,719.85
MPT00009703,MNT0027561,MAT00246,1,334.43,334.43
MPT00009704,MNT0014292,MAT00227,1,259.3,259.3
MPT00009705,MNT0025528,MAT00226,1,57.58,57.58
MPT00009706,MNT0020440,MAT00229,1,426.55,426.55
MPT00009707,MNT0020440,MAT00229,2,492.31,984.62
MPT00009708,MNT0021494,MAT00233,1,252.08,252.08
MPT00009709,MNT0021494,MAT00236,2,185.52,371.04
MPT00009710,MNT0021494,MAT00250,1,3059.74,3059.74
MPT00009711,MNT0019542,MAT00228,1,62.67,62.67
MPT00009712,MNT0019542,MAT00250,1,2869.71,2869.71
MPT00009713,MNT0012003,MAT00226,1,53.99,53.99
MPT00009714,MNT0000309,MAT00042,1,51.96,51.96
MPT00009715,MNT0000309,MAT00047,1,133.03,133.03
MPT00009716,MNT0018225,MAT00234,1,241.26,241.26
MPT00009717,MNT0018225,MAT00240,1,683.71,683.71
MPT00009718,MNT0021432,MAT00245,1,95.47,95.47
MPT00009719,MNT0021432,MAT00247,1,664.29,664.29
MPT00009720,MNT0003374,MAT00076,1,80.15,80.15
MPT00009721,MNT0008706,MAT00046,2,479.31,958.62
MPT00009722,MNT0008706,MAT00041,1,2661.81,2661.81
MPT00009723,MNT0018154,MAT00238,1,188.05,188.05
MPT00009724,MNT0018154,MAT00226,2,59.8,119.6
MPT00009725,MNT0015631,MAT00232,2,75.37,150.74
MPT00009726,MNT0024302,MAT00234,1,246.35,246.35
MPT00009727,MNT0024302,MAT00231,1,389.65,389.65
MPT00009728,MNT0001023,MAT00060,2,144.87,289.74
MPT00009729,MNT0001023,MAT00058,1,61.86,61.86
MPT00009730,MNT0001023,MAT00056,1,81.66,81.66
MPT00009731,MNT0016943,MAT00241,1,165.13,165.13
MPT00009732,MNT0016943,MAT00249,1,325.42,325.42
MPT00009733,MNT0018206,MAT00250,1,2771.06,2771.06
MPT00009734,MNT0018206,MAT00229,1,478.57,478.57
MPT00009735,MNT0000353,MAT00209,1,295.94,295.94
MPT00009736,MNT0010592,MAT00026,1,636.35,636.35
MPT00009737,MNT0010592,MAT00027,1,194.63,194.63
MPT00009738,MNT0010592,MAT00035,1,703.99,703.99
MPT00009739,MNT0025057,MAT00228,1,64.57,64.57
MPT00009740,MNT0025057,MAT00243,1,1300.25,1300.25
MPT00009741,MNT0025057,MAT00244,1,216.72,216.72
MPT00009742,MNT0020686,MAT00237,1,856.49,856.49
MPT00009743,MNT0023154,MAT00242,1,203.21,203.21
MPT00009744,MNT0014818,MAT00233,1,272.17,272.17
MPT00009745,MNT0023739,MAT00234,2,260.69,521.38
MPT00009746,MNT0023739,MAT00239,1,789.92,789.92
MPT00009747,MNT0023739,MAT00245,1,98.7,98.7
MPT00009748,MNT0026701,MAT00229,1,419.84,419.84
MPT00009749,MNT0001271,MAT00011,1,58.54,58.54
MPT00009750,MNT0001271,MAT00007,1,867.73,867.73
MPT00009751,MNT0001271,MAT00022,1,121.22,121.22
MPT00009752,MNT0001271,MAT00002,1,105.81,105.81
MPT00009753,MNT0000645,MAT00064,1,138.67,138.67
MPT00009754,MNT0017460,MAT00247,1,622.43,622.43
MPT00009755,MNT0018057,MAT00242,2,197.51,395.02
MPT00009756,MNT0028922,MAT00243,1,1221.93,1221.93
MPT00009757,MNT0028922,MAT00250,1,2850.34,2850.34
MPT00009758,MNT0025675,MAT00232,1,66.5,66.5
MPT00009759,MNT0025675,MAT00232,2,70.62,141.24
MPT00009760,MNT0026642,MAT00236,1,209.1,209.1
MPT00009761,MNT0026642,MAT00248,5,543.21,2716.05
MPT00009762,MNT0026642,MAT00231,1,414.35,414.35
