inspection_id,production_order_id,product_id,inspection_date,inspected_quantity,defect_quantity,defect_rate,quality_status,defect_type
QI0001700,PRD0001700,CM-FL-V00,2026-06-26,74,2,0.027,Pass,Paint Inconsistency
QI0001701,PRD0001701,MZ-FG-E108,2026-06-20,81,2,0.0247,Pass,Material Crack
QI0001702,PRD0001702,MZ-TG-Y200,2025-06-18,70,2,0.0286,Pass,Dimensional Deviation
QI0001703,PRD0001703,MZ-TG-Y120,2026-02-19,64,0,0.0,Pass,None
QI0001704,PRD0001704,MZ-FG-C10,2025-11-26,23,1,0.0435,Conditional Pass,Assembly Misalignment
QI0001705,PRD0001705,MZ-FG-C21,2025-06-03,47,1,0.0213,Pass,Dimensional Deviation
QI0001706,PRD0001706,M-01,2025-03-08,10,0,0.0,Pass,None
QI0001707,PRD0001707,M1,2025-04-17,23,1,0.0435,Conditional Pass,Dimensional Deviation
QI0001708,PRD0001708,MZ-FG-R100,2025-06-22,56,1,0.0179,Pass,Wiring Fault
QI0001709,PRD0001709,MZ-TG-Y200,2025-11-05,124,4,0.0323,Conditional Pass,Weld Defect
QI0001710,PRD0001710,MZ-FG-E17,2025-08-04,37,2,0.0541,Conditional Pass,Material Crack
QI0001711,PRD0001711,MZ-FG-C900,2025-03-07,23,0,0.0,Pass,None
QI0001712,PRD0001712,M1,2025-10-05,32,1,0.0312,Conditional Pass,Dimensional Deviation
QI0001713,PRD0001713,MZ-FG-M500,2025-07-22,59,4,0.0678,Conditional Pass,Wiring Fault
QI0001714,PRD0001714,MZ-FG-C10,2025-10-18,2,0,0.0,Pass,None
QI0001715,PRD0001715,MZ-TG-A20,2025-11-21,5,1,0.2,Fail,Paint Inconsistency
QI0001716,PRD0001716,MZ-FG-M550,2025-05-09,42,2,0.0476,Conditional Pass,Assembly Misalignment
QI0001717,PRD0001717,MZ-FG-C10,2025-06-14,30,0,0.0,Pass,None
QI0001718,PRD0001718,MZ-FG-E17,2025-09-09,65,4,0.0615,Conditional Pass,Material Crack
QI0001719,PRD0001719,MZ-FG-E16,2025-11-16,108,5,0.0463,Conditional Pass,Electrical Fault
QI0001720,PRD0001720,MZ-TG-A27,2025-04-12,65,0,0.0,Pass,None
QI0001721,PRD0001721,MZ-FG-C10,2025-08-05,38,1,0.0263,Pass,Assembly Misalignment
QI0001722,PRD0001722,MZ-FG-C20,2025-04-06,85,4,0.0471,Conditional Pass,Paint Inconsistency
QI0001723,PRD0001723,MZ-FG-P010,2026-05-12,110,1,0.0091,Pass,Surface Scratch
QI0001724,PRD0001724,MZ-TG-A20,2025-04-09,27,6,0.2222,Fail,Electrical Fault
QI0001725,PRD0001725,MZ-TG-Y120,2025-06-05,38,1,0.0263,Pass,Assembly Misalignment
QI0001726,PRD0001726,MZ-FG-M525,2025-01-16,32,1,0.0312,Conditional Pass,Dimensional Deviation
QI0001727,PRD0001727,MZ-FG-R200,2026-02-27,75,3,0.04,Conditional Pass,Wiring Fault
QI0001728,PRD0001728,MZ-FG-M500,2026-06-25,26,0,0.0,Pass,None
QI0001729,PRD0001729,MZ-TG-A27,2025-11-09,85,8,0.0941,Conditional Pass,Weld Defect
QI0001730,PRD0001730,MZ-FG-E101,2026-06-08,50,2,0.04,Conditional Pass,Paint Inconsistency
QI0001731,PRD0001731,MZ-FG-C21,2026-04-07,82,5,0.061,Conditional Pass,Dimensional Deviation
QI0001732,PRD0001732,CM-FL-V00,2026-06-15,84,3,0.0357,Conditional Pass,Assembly Misalignment
QI0001733,PRD0001733,MZ-TG-Y120,2025-12-09,27,1,0.037,Conditional Pass,Assembly Misalignment
QI0001734,PRD0001734,MZ-FG-E17,2026-01-30,3,0,0.0,Pass,None
QI0001735,PRD0001735,MZ-TG-A27,2025-08-30,28,2,0.0714,Conditional Pass,Assembly Misalignment
QI0001736,PRD0001736,MZ-TG-E202,2025-10-04,48,2,0.0417,Conditional Pass,Assembly Misalignment
QI0001737,PRD0001737,MZ-FG-C20,2025-10-03,45,1,0.0222,Pass,Weld Defect
QI0001738,PRD0001738,MZ-FG-C950,2025-05-11,57,7,0.1228,Fail,Paint Inconsistency
QI0001739,PRD0001739,TG11,2025-08-18,26,1,0.0385,Conditional Pass,Material Crack
QI0001740,PRD0001740,MZ-FG-E103,2025-01-29,17,1,0.0588,Conditional Pass,Material Crack
QI0001741,PRD0001741,MZ-FG-R100,2026-05-08,37,3,0.0811,Conditional Pass,Material Crack
QI0001742,PRD0001742,MZ-FG-E102,2025-05-01,117,7,0.0598,Conditional Pass,Wiring Fault
QI0001743,PRD0001743,MZ-FG-E108,2025-06-07,17,1,0.0588,Conditional Pass,Material Crack
QI0001744,PRD0001744,MZ-FG-C990,2026-01-08,73,2,0.0274,Pass,Surface Scratch
QI0001745,PRD0001745,MZ-FG-P010,2025-12-23,75,5,0.0667,Conditional Pass,Weld Defect
QI0001746,PRD0001746,MZ-FG-E101,2026-06-22,37,1,0.027,Pass,Surface Scratch
QI0001747,PRD0001747,MZ-FG-C21,2025-10-20,20,4,0.2,Fail,Electrical Fault
QI0001748,PRD0001748,MZ-TG-A25,2026-05-22,22,1,0.0455,Conditional Pass,Assembly Misalignment
QI0001749,PRD0001749,MZ-FG-E16,2025-03-22,38,3,0.0789,Conditional Pass,Paint Inconsistency
QI0001750,PRD0001750,MZ-FG-E15,2025-05-09,124,7,0.0565,Conditional Pass,Weld Defect
QI0001751,PRD0001751,MZ-FG-E15,2025-04-13,25,0,0.0,Pass,None
QI0001752,PRD0001752,MZ-FG-C10,2025-02-23,31,1,0.0323,Conditional Pass,Weld Defect
QI0001753,PRD0001753,MZ-TG-E202,2026-02-16,10,0,0.0,Pass,None
QI0001754,PRD0001754,MZ-FG-E16,2025-06-01,104,4,0.0385,Conditional Pass,Weld Defect
QI0001755,PRD0001755,MZ-FG-R200,2025-02-27,140,2,0.0143,Pass,Weld Defect
QI0001756,PRD0001756,MZ-FG-C20,2025-10-22,54,1,0.0185,Pass,Electrical Fault
QI0001757,PRD0001757,MZ-FG-E17,2025-03-09,52,2,0.0385,Conditional Pass,Dimensional Deviation
QI0001758,PRD0001758,MZ-FG-E17,2026-01-16,8,1,0.125,Fail,Electrical Fault
QI0001759,PRD0001759,TG11,2026-05-20,42,1,0.0238,Pass,Material Crack
QI0001760,PRD0001760,MZ-FG-M500,2025-05-09,6,1,0.1667,Fail,Assembly Misalignment
QI0001761,PRD0001761,MZ-TG-A27,2025-04-26,85,4,0.0471,Conditional Pass,Electrical Fault
QI0001762,PRD0001762,MZ-FG-C950,2025-04-02,58,1,0.0172,Pass,Material Crack
QI0001763,PRD0001763,CM-FL-V00,2025-05-15,63,1,0.0159,Pass,Wiring Fault
QI0001764,PRD0001764,TG11,2025-06-05,19,1,0.0526,Conditional Pass,Dimensional Deviation
QI0001765,PRD0001765,MZ-FG-E102,2025-07-10,40,0,0.0,Pass,None
QI0001766,PRD0001766,MZ-FG-M550,2026-03-08,100,1,0.01,Pass,Assembly Misalignment
QI0001767,PRD0001767,MZ-FG-E16,2026-06-26,39,2,0.0513,Conditional Pass,Paint Inconsistency
QI0001768,PRD0001768,M-01,2025-11-16,40,3,0.075,Conditional Pass,Material Crack
QI0001769,PRD0001769,MZ-FG-E15,2026-05-06,34,4,0.1176,Fail,Dimensional Deviation
QI0001770,PRD0001770,M1,2026-03-01,23,1,0.0435,Conditional Pass,Paint Inconsistency
QI0001771,PRD0001771,MZ-FG-C900,2025-05-19,64,0,0.0,Pass,None
QI0001772,PRD0001772,M1,2025-12-25,64,2,0.0312,Conditional Pass,Weld Defect
QI0001773,PRD0001773,MZ-FG-P010,2025-05-15,113,3,0.0265,Pass,Material Crack
QI0001774,PRD0001774,MZ-TG-E202,2025-04-24,67,3,0.0448,Conditional Pass,Wiring Fault
QI0001775,PRD0001775,MZ-TG-A25,2025-09-10,14,2,0.1429,Fail,Surface Scratch
QI0001776,PRD0001776,MZ-FG-E108,2025-10-08,42,3,0.0714,Conditional Pass,Dimensional Deviation
QI0001777,PRD0001777,MZ-FG-E103,2025-03-22,83,2,0.0241,Pass,Surface Scratch
QI0001778,PRD0001778,MZ-FG-M500,2025-01-02,41,2,0.0488,Conditional Pass,Surface Scratch
QI0001779,PRD0001779,MZ-FG-R100,2026-04-07,18,0,0.0,Pass,None
QI0001780,PRD0001780,MZ-FG-C20,2025-01-05,26,2,0.0769,Conditional Pass,Assembly Misalignment
QI0001781,PRD0001781,MZ-FG-E15,2025-07-05,117,2,0.0171,Pass,Wiring Fault
QI0001782,PRD0001782,MZ-FG-M500,2026-04-07,27,1,0.037,Conditional Pass,Material Crack
QI0001783,PRD0001783,MZ-FG-E102,2025-01-21,51,4,0.0784,Conditional Pass,Paint Inconsistency
QI0001784,PRD0001784,MZ-FG-C20,2026-02-18,88,4,0.0455,Conditional Pass,Surface Scratch
QI0001785,PRD0001785,MZ-TG-Y120,2026-01-22,24,1,0.0417,Conditional Pass,Paint Inconsistency
QI0001786,PRD0001786,MZ-FG-E103,2025-03-28,74,3,0.0405,Conditional Pass,Surface Scratch
QI0001787,PRD0001787,MZ-FG-P010,2025-08-11,26,1,0.0385,Conditional Pass,Electrical Fault
QI0001788,PRD0001788,MZ-FG-C21,2026-06-03,118,18,0.1525,Fail,Wiring Fault
QI0001789,PRD0001789,MZ-FG-E102,2025-08-21,36,11,0.3056,Fail,Dimensional Deviation
QI0001790,PRD0001790,FG226,2026-05-17,44,5,0.1136,Fail,Electrical Fault
QI0001791,PRD0001791,MZ-FG-E15,2025-07-24,27,3,0.1111,Fail,Electrical Fault
QI0001792,PRD0001792,M1,2025-10-31,49,0,0.0,Pass,None
QI0001793,PRD0001793,MZ-FG-R100,2025-05-28,94,2,0.0213,Pass,Paint Inconsistency
QI0001794,PRD0001794,MZ-FG-C950,2025-12-12,35,6,0.1714,Fail,Assembly Misalignment
QI0001795,PRD0001795,MZ-FG-M525,2025-10-01,56,1,0.0179,Pass,Material Crack
QI0001796,PRD0001796,MZ-FG-C21,2025-10-01,2,0,0.0,Pass,None
QI0001797,PRD0001797,MZ-TG-SR01,2025-04-05,57,5,0.0877,Conditional Pass,Weld Defect
QI0001798,PRD0001798,MZ-FG-E102,2026-06-18,82,3,0.0366,Conditional Pass,Paint Inconsistency
QI0001799,PRD0001799,MZ-FG-E101,2025-09-05,61,7,0.1148,Fail,Paint Inconsistency
QI0001800,PRD0001800,MZ-FG-M525,2025-10-24,59,6,0.1017,Fail,Paint Inconsistency
QI0001801,PRD0001801,MZ-FG-R100,2026-01-23,77,2,0.026,Pass,Weld Defect
QI0001802,PRD0001802,MZ-FG-C950,2025-03-12,36,1,0.0278,Pass,Electrical Fault
QI0001803,PRD0001803,MZ-TG-Y120,2025-05-26,20,1,0.05,Conditional Pass,Electrical Fault
QI0001804,PRD0001804,TG11,2025-02-26,61,0,0.0,Pass,None
QI0001805,PRD0001805,MZ-TG-E202,2026-06-29,4,0,0.0,Pass,None
QI0001806,PRD0001806,MZ-TG-A20,2026-02-03,81,1,0.0123,Pass,Wiring Fault
QI0001807,PRD0001807,MZ-FG-P010,2025-05-09,54,3,0.0556,Conditional Pass,Paint Inconsistency
QI0001808,PRD0001808,MZ-FG-C10,2025-10-03,104,4,0.0385,Conditional Pass,Wiring Fault
QI0001809,PRD0001809,MZ-FG-R300,2025-01-09,27,1,0.037,Conditional Pass,Weld Defect
QI0001810,PRD0001810,MZ-TG-A25,2026-06-06,35,2,0.0571,Conditional Pass,Wiring Fault
QI0001811,PRD0001811,MZ-FG-C21,2026-05-19,62,3,0.0484,Conditional Pass,Weld Defect
QI0001812,PRD0001812,MZ-FG-C21,2025-03-24,46,1,0.0217,Pass,Paint Inconsistency
QI0001813,PRD0001813,MZ-FG-C900,2026-03-26,40,1,0.025,Pass,Assembly Misalignment
QI0001814,PRD0001814,MZ-FG-E101,2025-12-23,35,2,0.0571,Conditional Pass,Surface Scratch
QI0001815,PRD0001815,MZ-FG-R100,2025-10-30,125,1,0.008,Pass,Paint Inconsistency
QI0001816,PRD0001816,MZ-FG-E102,2026-03-25,223,5,0.0224,Pass,Material Crack
QI0001817,PRD0001817,CM-FL-V00,2025-07-08,27,9,0.3333,Fail,Wiring Fault
QI0001818,PRD0001818,FG226,2026-03-08,4,0,0.0,Pass,None
QI0001819,PRD0001819,MZ-TG-Y200,2026-01-23,67,0,0.0,Pass,None
QI0001820,PRD0001820,MZ-TG-A26,2025-01-13,40,5,0.125,Fail,Paint Inconsistency
QI0001821,PRD0001821,MZ-FG-M525,2026-04-28,19,4,0.2105,Fail,Wiring Fault
QI0001822,PRD0001822,MZ-FG-R200,2025-02-20,83,1,0.012,Pass,Dimensional Deviation
QI0001823,PRD0001823,MZ-TG-A27,2025-11-03,41,1,0.0244,Pass,Electrical Fault
QI0001824,PRD0001824,CM-FL-V00,2026-02-15,79,17,0.2152,Fail,Assembly Misalignment
QI0001825,PRD0001825,MZ-TG-SR01,2026-06-04,26,4,0.1538,Fail,Wiring Fault
QI0001826,PRD0001826,MZ-FG-R100,2025-07-14,25,2,0.08,Conditional Pass,Wiring Fault
QI0001827,PRD0001827,MZ-FG-M500,2026-02-24,75,6,0.08,Conditional Pass,Dimensional Deviation
QI0001828,PRD0001828,MZ-FG-M500,2025-03-27,78,5,0.0641,Conditional Pass,Paint Inconsistency
QI0001829,PRD0001829,MZ-FG-C950,2026-02-06,72,1,0.0139,Pass,Dimensional Deviation
QI0001830,PRD0001830,MZ-FG-E102,2025-04-28,58,3,0.0517,Conditional Pass,Material Crack
QI0001831,PRD0001831,MZ-TG-Y120,2025-12-04,42,4,0.0952,Conditional Pass,Dimensional Deviation
QI0001832,PRD0001832,MZ-FG-R300,2025-05-10,53,1,0.0189,Pass,Wiring Fault
QI0001833,PRD0001833,MZ-TG-SR01,2025-01-29,50,6,0.12,Fail,Dimensional Deviation
QI0001834,PRD0001834,MZ-FG-C900,2025-07-17,129,3,0.0233,Pass,Wiring Fault
QI0001835,PRD0001835,MZ-TG-SR01,2026-06-30,49,5,0.102,Fail,Assembly Misalignment
QI0001836,PRD0001836,MZ-FG-R200,2026-01-02,107,4,0.0374,Conditional Pass,Weld Defect
QI0001837,PRD0001837,MZ-TG-Y120,2025-05-14,47,4,0.0851,Conditional Pass,Assembly Misalignment
QI0001838,PRD0001838,MZ-TG-E202,2025-09-15,13,0,0.0,Pass,None
QI0001839,PRD0001839,MZ-FG-E17,2025-05-30,44,4,0.0909,Conditional Pass,Electrical Fault
QI0001840,PRD0001840,MZ-TG-Y200,2026-01-12,26,1,0.0385,Conditional Pass,Material Crack
QI0001841,PRD0001841,FG226,2025-05-23,3,0,0.0,Pass,None
QI0001842,PRD0001842,CM-FL-V00,2025-09-23,9,0,0.0,Pass,None
QI0001843,PRD0001843,MZ-TG-Y200,2025-03-27,38,3,0.0789,Conditional Pass,Dimensional Deviation
QI0001844,PRD0001844,MZ-TG-Y200,2025-09-26,37,4,0.1081,Fail,Electrical Fault
QI0001845,PRD0001845,MZ-TG-SR01,2026-03-23,32,1,0.0312,Conditional Pass,Dimensional Deviation
QI0001846,PRD0001846,MZ-FG-M525,2025-08-12,53,0,0.0,Pass,None
QI0001847,PRD0001847,MZ-FG-E101,2025-06-20,64,3,0.0469,Conditional Pass,Material Crack
QI0001848,PRD0001848,MZ-FG-M550,2025-09-29,38,13,0.3421,Fail,Material Crack
QI0001849,PRD0001849,MZ-FG-E16,2026-03-05,38,6,0.1579,Fail,Assembly Misalignment
QI0001850,PRD0001850,MZ-FG-P010,2026-01-14,12,0,0.0,Pass,None
QI0001851,PRD0001851,MZ-FG-R300,2025-08-28,45,1,0.0222,Pass,Paint Inconsistency
QI0001852,PRD0001852,MZ-FG-M550,2026-06-06,80,8,0.1,Fail,Dimensional Deviation
QI0001853,PRD0001853,MZ-FG-M525,2026-05-25,72,1,0.0139,Pass,Dimensional Deviation
QI0001854,PRD0001854,M1,2025-03-06,49,1,0.0204,Pass,Paint Inconsistency
QI0001855,PRD0001855,MZ-FG-C990,2025-03-13,83,0,0.0,Pass,None
QI0001856,PRD0001856,MZ-FG-C20,2025-01-31,35,6,0.1714,Fail,Weld Defect
QI0001857,PRD0001857,MZ-FG-E103,2026-04-10,54,3,0.0556,Conditional Pass,Wiring Fault
QI0001858,PRD0001858,MZ-FG-E103,2026-03-25,96,1,0.0104,Pass,Dimensional Deviation
QI0001859,PRD0001859,MZ-FG-R100,2025-04-02,9,0,0.0,Pass,None
QI0001860,PRD0001860,MZ-TG-A26,2026-04-15,31,1,0.0323,Conditional Pass,Electrical Fault
QI0001861,PRD0001861,MZ-TG-E202,2025-06-20,10,2,0.2,Fail,Paint Inconsistency
QI0001862,PRD0001862,MZ-FG-R200,2025-09-12,173,13,0.0751,Conditional Pass,Material Crack
QI0001863,PRD0001863,MZ-TG-Y200,2025-11-11,93,5,0.0538,Conditional Pass,Paint Inconsistency
QI0001864,PRD0001864,MZ-FG-E101,2025-02-24,16,1,0.0625,Conditional Pass,Material Crack
QI0001865,PRD0001865,MZ-FG-M550,2025-06-10,42,2,0.0476,Conditional Pass,Surface Scratch
QI0001866,PRD0001866,MZ-FG-C990,2025-08-08,42,6,0.1429,Fail,Wiring Fault
QI0001867,PRD0001867,MZ-FG-C990,2025-08-20,35,1,0.0286,Pass,Electrical Fault
QI0001868,PRD0001868,MZ-FG-C990,2026-02-20,26,1,0.0385,Conditional Pass,Assembly Misalignment
QI0001869,PRD0001869,MZ-FG-M525,2026-02-20,54,1,0.0185,Pass,Paint Inconsistency
QI0001870,PRD0001870,MZ-TG-A27,2025-10-01,10,1,0.1,Fail,Weld Defect
QI0001871,PRD0001871,M1,2026-02-20,88,6,0.0682,Conditional Pass,Weld Defect
QI0001872,PRD0001872,MZ-FG-E15,2025-12-08,154,17,0.1104,Fail,Weld Defect
QI0001873,PRD0001873,MZ-FG-P010,2025-08-17,18,0,0.0,Pass,None
QI0001874,PRD0001874,MZ-FG-E103,2025-06-03,43,0,0.0,Pass,None
QI0001875,PRD0001875,FG226,2025-09-23,100,35,0.35,Fail,Weld Defect
QI0001876,PRD0001876,MZ-FG-E102,2025-11-04,24,1,0.0417,Conditional Pass,Wiring Fault
QI0001877,PRD0001877,MZ-FG-E103,2025-08-22,125,1,0.008,Pass,Assembly Misalignment
QI0001878,PRD0001878,MZ-TG-E202,2025-09-24,44,0,0.0,Pass,None
QI0001879,PRD0001879,MZ-FG-R200,2025-05-10,56,5,0.0893,Conditional Pass,Electrical Fault
QI0001880,PRD0001880,MZ-FG-R100,2025-07-07,17,1,0.0588,Conditional Pass,Paint Inconsistency
QI0001881,PRD0001881,MZ-FG-E103,2025-08-05,3,0,0.0,Pass,None
QI0001882,PRD0001882,MZ-FG-C990,2025-01-26,74,3,0.0405,Conditional Pass,Dimensional Deviation
QI0001883,PRD0001883,MZ-FG-E16,2025-07-21,56,6,0.1071,Fail,Weld Defect
QI0001884,PRD0001884,MZ-FG-C20,2025-07-03,47,5,0.1064,Fail,Weld Defect
QI0001885,PRD0001885,MZ-FG-C990,2025-10-01,66,5,0.0758,Conditional Pass,Material Crack
QI0001886,PRD0001886,MZ-FG-E16,2026-06-02,17,1,0.0588,Conditional Pass,Assembly Misalignment
QI0001887,PRD0001887,MZ-TG-A26,2025-03-05,176,4,0.0227,Pass,Material Crack
QI0001888,PRD0001888,MZ-TG-A26,2026-03-14,43,2,0.0465,Conditional Pass,Material Crack
QI0001889,PRD0001889,MZ-FG-R200,2025-06-18,59,3,0.0508,Conditional Pass,Paint Inconsistency
QI0001890,PRD0001890,MZ-FG-E101,2025-09-02,3,0,0.0,Pass,None
QI0001891,PRD0001891,MZ-FG-R200,2025-07-28,147,2,0.0136,Pass,Dimensional Deviation
QI0001892,PRD0001892,MZ-FG-C900,2026-01-19,90,3,0.0333,Conditional Pass,Assembly Misalignment
QI0001893,PRD0001893,MZ-FG-E101,2025-07-19,103,5,0.0485,Conditional Pass,Weld Defect
QI0001894,PRD0001894,MZ-FG-C950,2025-09-28,36,1,0.0278,Pass,Material Crack
QI0001895,PRD0001895,MZ-FG-E108,2025-02-18,45,1,0.0222,Pass,Dimensional Deviation
QI0001896,PRD0001896,MZ-TG-A20,2026-02-02,26,1,0.0385,Conditional Pass,Electrical Fault
QI0001897,PRD0001897,MZ-FG-M500,2025-04-04,37,7,0.1892,Fail,Weld Defect
QI0001898,PRD0001898,MZ-TG-Y120,2026-01-27,26,1,0.0385,Conditional Pass,Weld Defect
QI0001899,PRD0001899,MZ-TG-A27,2025-02-28,33,1,0.0303,Conditional Pass,Electrical Fault
QI0001900,PRD0001900,MZ-TG-A27,2026-05-10,42,1,0.0238,Pass,Weld Defect
QI0001901,PRD0001901,MZ-FG-E103,2025-10-24,26,2,0.0769,Conditional Pass,Assembly Misalignment
QI0001902,PRD0001902,MZ-TG-Y200,2025-04-13,46,2,0.0435,Conditional Pass,Electrical Fault
QI0001903,PRD0001903,MZ-FG-R100,2025-10-18,84,1,0.0119,Pass,Paint Inconsistency
QI0001904,PRD0001904,MZ-TG-E202,2025-02-12,27,1,0.037,Conditional Pass,Wiring Fault
QI0001905,PRD0001905,MZ-FG-R200,2026-02-27,19,1,0.0526,Conditional Pass,Assembly Misalignment
QI0001906,PRD0001906,MZ-TG-A25,2025-08-07,55,1,0.0182,Pass,Assembly Misalignment
QI0001907,PRD0001907,MZ-FG-E108,2025-11-19,43,2,0.0465,Conditional Pass,Wiring Fault
QI0001908,PRD0001908,MZ-TG-Y200,2025-11-10,45,1,0.0222,Pass,Wiring Fault
QI0001909,PRD0001909,MZ-TG-Y200,2026-05-11,109,37,0.3394,Fail,Paint Inconsistency
QI0001910,PRD0001910,MZ-FG-R200,2025-06-07,62,4,0.0645,Conditional Pass,Weld Defect
QI0001911,PRD0001911,TG11,2025-12-18,28,1,0.0357,Conditional Pass,Assembly Misalignment
QI0001912,PRD0001912,CM-FL-V00,2026-06-30,77,9,0.1169,Fail,Paint Inconsistency
QI0001913,PRD0001913,MZ-FG-C20,2025-06-20,54,1,0.0185,Pass,Surface Scratch
QI0001914,PRD0001914,CM-FL-V00,2025-02-26,124,2,0.0161,Pass,Electrical Fault
QI0001915,PRD0001915,MZ-FG-R300,2025-09-08,7,1,0.1429,Fail,Dimensional Deviation
QI0001916,PRD0001916,MZ-FG-E101,2026-01-11,62,7,0.1129,Fail,Assembly Misalignment
QI0001917,PRD0001917,MZ-FG-C20,2026-05-10,37,1,0.027,Pass,Paint Inconsistency
QI0001918,PRD0001918,MZ-FG-C950,2025-01-21,60,3,0.05,Conditional Pass,Weld Defect
QI0001919,PRD0001919,CM-FL-V00,2025-08-27,50,1,0.02,Pass,Paint Inconsistency
QI0001920,PRD0001920,MZ-FG-E108,2025-05-22,24,3,0.125,Fail,Electrical Fault
QI0001921,PRD0001921,MZ-FG-E103,2025-11-15,59,4,0.0678,Conditional Pass,Material Crack
QI0001922,PRD0001922,M1,2025-12-19,164,12,0.0732,Conditional Pass,Wiring Fault
QI0001923,PRD0001923,MZ-FG-M500,2025-04-22,58,1,0.0172,Pass,Wiring Fault
QI0001924,PRD0001924,M-01,2025-08-08,97,0,0.0,Pass,None
QI0001925,PRD0001925,MZ-FG-M550,2025-11-16,71,2,0.0282,Pass,Paint Inconsistency
QI0001926,PRD0001926,MZ-FG-E103,2025-02-16,44,2,0.0455,Conditional Pass,Electrical Fault
QI0001927,PRD0001927,MZ-FG-P010,2025-06-02,36,2,0.0556,Conditional Pass,Electrical Fault
QI0001928,PRD0001928,MZ-TG-Y200,2025-02-01,27,1,0.037,Conditional Pass,Material Crack
QI0001929,PRD0001929,MZ-TG-A26,2025-09-21,51,9,0.1765,Fail,Dimensional Deviation
QI0001930,PRD0001930,MZ-TG-A26,2026-06-15,66,1,0.0152,Pass,Assembly Misalignment
QI0001931,PRD0001931,MZ-FG-M550,2025-08-02,31,3,0.0968,Conditional Pass,Surface Scratch
QI0001932,PRD0001932,MZ-FG-E16,2025-01-12,55,2,0.0364,Conditional Pass,Paint Inconsistency
QI0001933,PRD0001933,MZ-TG-Y200,2025-11-12,51,7,0.1373,Fail,Weld Defect
QI0001934,PRD0001934,MZ-FG-C990,2026-04-03,15,0,0.0,Pass,None
QI0001935,PRD0001935,MZ-FG-C900,2025-06-03,84,2,0.0238,Pass,Material Crack
QI0001936,PRD0001936,M1,2025-03-27,33,2,0.0606,Conditional Pass,Dimensional Deviation
QI0001937,PRD0001937,MZ-TG-Y200,2026-02-15,16,0,0.0,Pass,None
QI0001938,PRD0001938,MZ-FG-P010,2025-08-06,13,2,0.1538,Fail,Electrical Fault
QI0001939,PRD0001939,MZ-TG-A26,2025-09-05,7,0,0.0,Pass,None
QI0001940,PRD0001940,MZ-FG-C20,2025-05-15,13,3,0.2308,Fail,Electrical Fault
QI0001941,PRD0001941,MZ-FG-E103,2025-03-23,56,1,0.0179,Pass,Surface Scratch
QI0001942,PRD0001942,MZ-FG-M525,2025-07-23,7,0,0.0,Pass,None
QI0001943,PRD0001943,MZ-TG-SR01,2025-12-02,44,15,0.3409,Fail,Surface Scratch
QI0001944,PRD0001944,MZ-FG-R200,2026-05-31,52,0,0.0,Pass,None
QI0001945,PRD0001945,MZ-FG-E101,2025-06-07,30,1,0.0333,Conditional Pass,Weld Defect
QI0001946,PRD0001946,MZ-FG-M500,2026-04-16,108,4,0.037,Conditional Pass,Surface Scratch
QI0001947,PRD0001947,MZ-TG-A20,2025-06-23,92,1,0.0109,Pass,Material Crack
QI0001948,PRD0001948,MZ-FG-E17,2025-09-18,29,4,0.1379,Fail,Weld Defect
QI0001949,PRD0001949,MZ-TG-A27,2025-05-24,128,6,0.0469,Conditional Pass,Electrical Fault
QI0001950,PRD0001950,MZ-FG-E17,2026-03-17,39,2,0.0513,Conditional Pass,Surface Scratch
QI0001951,PRD0001951,MZ-FG-E15,2025-03-10,133,25,0.188,Fail,Assembly Misalignment
QI0001952,PRD0001952,MZ-FG-R200,2026-01-12,21,1,0.0476,Conditional Pass,Electrical Fault
QI0001953,PRD0001953,TG11,2025-08-21,21,1,0.0476,Conditional Pass,Paint Inconsistency
QI0001954,PRD0001954,MZ-FG-E103,2025-12-01,28,1,0.0357,Conditional Pass,Electrical Fault
QI0001955,PRD0001955,MZ-TG-SR01,2025-06-17,40,5,0.125,Fail,Weld Defect
QI0001956,PRD0001956,MZ-FG-E17,2026-04-18,60,4,0.0667,Conditional Pass,Material Crack
QI0001957,PRD0001957,TG11,2025-01-03,50,1,0.02,Pass,Paint Inconsistency
QI0001958,PRD0001958,MZ-TG-SR01,2025-07-12,39,2,0.0513,Conditional Pass,Dimensional Deviation
QI0001959,PRD0001959,CM-FL-V00,2025-05-17,37,1,0.027,Pass,Weld Defect
QI0001960,PRD0001960,MZ-FG-M550,2025-05-31,90,3,0.0333,Conditional Pass,Wiring Fault
QI0001961,PRD0001961,MZ-TG-Y240,2025-03-04,115,2,0.0174,Pass,Electrical Fault
QI0001962,PRD0001962,MZ-FG-C950,2025-06-12,37,0,0.0,Pass,None
QI0001963,PRD0001963,MZ-FG-C20,2026-02-23,7,0,0.0,Pass,None
QI0001964,PRD0001964,CM-FL-V00,2026-01-03,37,1,0.027,Pass,Wiring Fault
QI0001965,PRD0001965,MZ-FG-R100,2025-05-17,6,0,0.0,Pass,None
QI0001966,PRD0001966,MZ-FG-R200,2025-10-30,28,0,0.0,Pass,None
QI0001967,PRD0001967,MZ-FG-C10,2025-05-18,38,1,0.0263,Pass,Material Crack
QI0001968,PRD0001968,MZ-TG-A25,2025-05-29,117,2,0.0171,Pass,Weld Defect
QI0001969,PRD0001969,MZ-FG-M550,2025-02-09,76,4,0.0526,Conditional Pass,Paint Inconsistency
QI0001970,PRD0001970,CM-FL-V00,2025-03-22,150,3,0.02,Pass,Weld Defect
